,"smt.arith.nl.patch_monomials=false","-file:{0} smt.arith.nl.patch_monomials=false",,,,,,
,"RV 11692","T_norm 11692","T_cpu 11692","T_wc 11692","# SAT 11692","# UNSAT 11692","# UNKNOWN 11692",
"QF_NIA_small\From_T2__pentagon.t2__p7164_edge_closing_0.smt2",,827.85912148793,1000,1000,0,0,0,
"QF_NIA_small\From_T2__pentagon.t2__p7186_edge_closing_0.smt2",0,7.14590649692713,7.781,8.195,0,1,0,
"QF_NIA_small\From_T2__pgarch.t2__p7265_terminationG_0.smt2",0,10.0135229220223,11.172,11.594,1,0,0,
"QF_NIA_small\From_T2__pgarch.t2__p7297_terminationG_0.smt2",,901.335631193451,1000,1000,0,0,0,
"QF_NIA_small\From_T2__pgarch.t2_fixed__p7218_edge_closing_0.smt2",,941.918054930212,1000,1000,0,0,0,
"QF_NIA_small\From_T2__pgarch.t2_fixed__terminationS_16_0.smt2",0,8.60336054010479,10.203,10.706,0,1,0,
"QF_NIA_small\From_T2__pgarch.t2_fixed__terminationS_25_0.smt2",0,7.56470767356882,8.906,9.235,0,1,0,
"QF_NIA_small\From_T2__pgarch.t2_fixed__terminationS_3_0.smt2",0,28.2494745691467,32.125,33.579,0,1,0,
"QF_NIA_small\From_T2__polling.bug.t2__term_unfeasibility_0_0.smt2",0,4.91283120146185,5.141,5.41,1,0,0,
"QF_NIA_small\From_T2__polling.bug.t2_fixed__term_unfeasibility_1_0.smt2",0,62.4034090909091,73.828,76.874,0,1,0,
"QF_NIA_small\From_T2__polling.t2_fixed__p7336_terminationG_0.smt2",,924.028268551237,1000,1000,0,0,0,
"QF_NIA_small\From_T2__polyrank2.t2__p7393_terminationG_0.smt2",0,0.699890959555908,0.844,1.202,0,1,0,
"QF_NIA_small\From_T2__polyrank3.t2__p7436_terminationG_0.smt2",0,40.1831811179578,43.641,46.316,1,0,0,
"QF_NIA_small\From_T2__polyrank4.t2__p7472_terminationG_0.smt2",0,42.6167674731183,45.469,47.336,1,0,0,
"QF_NIA_small\From_T2__polyrank4.t2__p7499_terminationG_0.smt2",0,0.710065543071161,0.906,1.225,1,0,0,
"QF_NIA_small\From_T2__polyrank4.t2__p7519_terminationG_0.smt2",0,3.52601877746704,4.219,4.511,1,0,0,
"QF_NIA_small\From_T2__polyrank5.t2__p7550_terminationG_0.smt2",0,0.581111111111113,0.563,0.803,1,0,0,
"QF_NIA_small\From_T2__polyrank5.t2__p7566_terminationG_0.smt2",0,66.3728607770583,68.594,71.511,1,0,0,
"QF_NIA_small\From_T2__polyrank6.t2__p7590_terminationG_0.smt2",0,0.765384066247857,0.641,0.854,1,0,0,
"QF_NIA_small\From_T2__ppblock.t2__p7691_terminationG_0.smt2",0,0.677984333627538,0.734,1.074,0,1,0,
"QF_NIA_small\From_T2__ppblock.t2__p7707_terminationG_0.smt2",,899.784946236559,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ppblock.t2__p7723_terminationG_0.smt2",,798.168637924456,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ppblock.t2__p7742_edge_closing_0.smt2",0,17.6293940511308,17.141,17.855,1,0,0,
"QF_NIA_small\From_T2__ppblock.t2__p7759_edge_closing_0.smt2",0,18.1173424737456,22.266,23.238,1,0,0,
"QF_NIA_small\From_T2__ppblockbug.t2__p7669_terminationG_0.smt2",0,183.678398308581,212.828,221.499,0,1,0,
"QF_NIA_small\From_T2__ppblockterm.t2__p7856_terminationG_0.smt2",,987.724268177526,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ppblockterm.t2__p7872_terminationG_0.smt2",,829.500396510706,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ppblockterm.t2__p7890_terminationG_0.smt2",0,44.4256546134664,51.094,53.203,0,1,0,
"QF_NIA_small\From_T2__ppblockterm.t2__p7907_edge_closing_0.smt2",0,204.982071932922,222.031,230.835,1,0,0,
"QF_NIA_small\From_T2__ppblocktermbug.t2__p7777_terminationG_0.smt2",,887.568943572338,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ppblocktermbug.t2__p7793_terminationG_0.smt2",,972.118959107807,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ppblocktermbug.t2__p7811_terminationG_0.smt2",0,58.4234995274102,59.094,61.508,0,1,0,
"QF_NIA_small\From_T2__ppblocktermbug.t2__p7828_edge_closing_0.smt2",0,35.361568986569,41.531,43.208,1,0,0,
"QF_NIA_small\From_T2__Prim_4.t2__p7940_terminationG_0.smt2",,912.341910161361,1000,1000,0,0,0,
"QF_NIA_small\From_T2__Prim_4.t2__p7965_terminationG_0.smt2",,1080.57851239669,1000,1000,0,0,0,
"QF_NIA_small\From_T2__Prim_4.t2__p7990_terminationG_0.smt2",0,2.19783190578158,2.453,2.637,1,0,0,
"QF_NIA_small\From_T2__Prim_4.t2__p8014_terminationG_0.smt2",0,155.505974264706,161.75,168.399,1,0,0,
"QF_NIA_small\From_T2__Prim_4.t2__p8036_terminationG_0.smt2",0,299.243012593902,323.703,336.855,1,0,0,
"QF_NIA_small\From_T2__Prim_4.t2__p8056_terminationG_0.smt2",0,31.220152817574,31.25,32.617,1,0,0,
"QF_NIA_small\From_T2__Prim_4.t2__p8088_edge_closing_0.smt2",0,2.76864746280046,3.469,3.952,1,0,0,
"QF_NIA_small\From_T2__prime.t2__p8294_terminationG_0.smt2",,823.297914207005,1000,1000,0,0,0,
"QF_NIA_small\From_T2__qrdcmp.c.i.qrdcmp.pl.t2.fixed.t2__term_unfeasibility_1_0.smt2",0,0.978972189809413,1.203,1.568,1,0,0,
"QF_NIA_small\From_T2__queens.t2__p8372_terminationG_0.smt2",0,4.3895478961504,4.688,4.973,1,0,0,
"QF_NIA_small\From_T2__queens.t2_fixed__p8358_terminationG_0.smt2",0,577.236083770779,630.766,656.144,1,0,0,
"QF_NIA_small\From_T2__randomwalk.t2__p8420_terminationG_0.smt2",0,4.19259113411341,4.453,4.741,0,1,0,
"QF_NIA_small\From_T2__randomwalk.t2__p8440_terminationG_0.smt2",,881.956155143339,1000,1000,0,0,0,
"QF_NIA_small\From_T2__randomwalk.t2__p8459_edge_closing_0.smt2",0,14.9032838983051,16.813,17.601,1,0,0,
"QF_NIA_small\From_T2__refine_disj_problem.t2__p8550_terminationG_0.smt2",,914.735461303017,1000,1000,0,0,0,
"QF_NIA_small\From_T2__refine_disj_problem.t2_fixed__p8508_terminationG_0.smt2",,883.445945945946,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rev_nt2.t2_fixed__p8634_safety_0.smt2",0,30.1353228228228,33.578,34.931,1,0,0,
"QF_NIA_small\From_T2__reverse_div4.t2__p8604_safety_0.smt2",0,9.31523605150215,10.375,10.853,1,0,0,
"QF_NIA_small\From_T2__reverse_seg_cyclic.t2_fixed__term_unfeasibility_2_0.smt2",0,0.682643273433705,0.672,0.951,1,0,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8744_terminationG_0.smt2",0,16.5406626506024,19.031,19.973,0,1,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8764_terminationG_0.smt2",,880.47138047138,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8786_terminationG_0.smt2",,889.077773055674,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8813_terminationG_0.smt2",0,11.62099831508,13.188,13.747,0,1,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8833_terminationG_0.smt2",,865.177832919768,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8853_terminationG_0.smt2",,843.888664784187,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8875_terminationG_0.smt2",0,22.1761689457433,24.031,24.982,0,1,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8895_terminationG_0.smt2",,813.691170750681,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8915_terminationG_0.smt2",,797.560045749142,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.c.i.rlft3.pl.t2.fixed.t2__p8941_terminationG_0.smt2",0,21.9191606660666,23.281,24.269,0,1,0,
"QF_NIA_small\From_T2__rlft3.t2__p9006_terminationG_0.smt2",,974.382859804378,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.t2__p9024_terminationG_0.smt2",,905.627705627706,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.t2__p9044_terminationG_0.smt2",0,8.2719387755102,9.688,10.122,0,1,0,
"QF_NIA_small\From_T2__rlft3.t2__p9061_terminationG_0.smt2",,976.657329598506,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.t2__p9077_terminationG_0.smt2",,854.226214781543,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.t2__p9095_terminationG_0.smt2",0,6.36915236051502,7.094,7.426,0,1,0,
"QF_NIA_small\From_T2__rlft3.t2__p9111_terminationG_0.smt2",,1062.46825799898,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.t2__p9127_terminationG_0.smt2",,858.080393765381,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.t2__p9145_terminationG_0.smt2",0,23.8479106180008,27.484,28.556,0,1,0,
"QF_NIA_small\From_T2__rlft3.t2__p9161_terminationG_0.smt2",,905.235828645608,1000,1000,0,0,0,
"QF_NIA_small\From_T2__rlft3.t2__p9177_terminationG_0.smt2",,913.53711790393,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ruslan-benchmarks_misc_n-38.t2__p9200_terminationG_0.smt2",,932.67944716897,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ruslan-benchmarks_misc_n-38.t2__p9218_terminationG_0.smt2",0,17.5367720382928,21.016,21.93,0,1,0,
"QF_NIA_small\From_T2__ruslan-benchmarks_misc_n-38.t2__p9234_terminationG_0.smt2",,869.49293433084,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ruslan-benchmarks_misc_n-38.t2__p9252_edge_closing_0.smt2",0,33.3439853556485,38.094,39.664,1,0,0,
"QF_NIA_small\From_T2__ruslan-benchmarks_misc_n-38.t2__p9264_edge_closing_0.smt2",0,11.858380044843,12.641,13.284,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p17926_terminationG_0.smt2",0,12.4242081447964,14.438,15.05,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p18239_safety_0.smt2",0,1.34429112554113,1.484,1.855,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p18399_safety_0.smt2",0,3.22969324448529,3.359,3.688,0,1,0,
"QF_NIA_small\From_T2__s1.t2__p18422_safety_0.smt2",,804.615384615385,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2__p18691_safety_0.smt2",0,2.51650455298013,2.906,3.177,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p18716_safety_0.smt2",0,35.8785834194213,33.203,34.586,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p18741_safety_0.smt2",0,17.7785696266398,16.844,17.591,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p18830_safety_0.smt2",0,2.31853197674419,2.859,3.312,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p18864_safety_0.smt2",0,4.20565286624204,4.734,5.056,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p18901_safety_0.smt2",0,1.9691265060241,2.266,2.565,0,1,0,
"QF_NIA_small\From_T2__s1.t2__p18964_safety_0.smt2",0,3.89432826362484,4.406,4.775,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19014_safety_0.smt2",,905.627705627706,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2__p19051_safety_0.smt2",0,1.55459949937422,1.781,2.09,0,1,0,
"QF_NIA_small\From_T2__s1.t2__p19123_safety_0.smt2",0,4.05766687016687,4.766,5.135,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19160_safety_0.smt2",0,5.2922619047619,6.375,6.743,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19287_safety_0.smt2",0,3.28716948417859,3.625,3.822,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19317_safety_0.smt2",0,9.74991714538224,10.547,11.022,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19424_safety_0.smt2",0,2.07717370624049,2.609,2.888,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19467_safety_0.smt2",0,3.78486842105263,4.297,4.636,0,1,0,
"QF_NIA_small\From_T2__s1.t2__p19523_safety_0.smt2",0,19.4290176855056,24.156,25.184,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19576_safety_0.smt2",0,2.07356828193833,2.25,2.555,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19619_safety_0.smt2",0,2.4893102372035,2.859,3.22,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19670_safety_0.smt2",0,3.37919188098839,3.203,3.524,0,1,0,
"QF_NIA_small\From_T2__s1.t2__p19702_safety_0.smt2",,868.410128684101,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2__p19772_safety_0.smt2",0,2.23825252757353,2.328,2.514,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19829_safety_0.smt2",0,1.71605942881142,1.953,2.256,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p19894_safety_0.smt2",0,3.5656625881377,4.109,4.406,0,1,0,
"QF_NIA_small\From_T2__s1.t2__p19953_safety_0.smt2",0,2.16014650872818,2.484,2.791,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p20015_safety_0.smt2",0,4.08064254859611,4.516,4.794,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p20088_safety_0.smt2",,836.131095123901,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2__p20147_safety_0.smt2",0,1.42119565217391,1.703,2.088,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p20179_safety_0.smt2",,822.974036191975,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2__p20227_safety_0.smt2",0,14.7398875059838,14.719,15.361,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p20268_safety_0.smt2",0,7.505818163012,8.672,9.022,0,1,0,
"QF_NIA_small\From_T2__s1.t2__p20287_safety_0.smt2",0,0.479816513761468,0.5,0.683,0,1,0,
"QF_NIA_small\From_T2__s1.t2__p20628_safety_0.smt2",0,1.40515089014329,1.547,1.729,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p20781_safety_0.smt2",,903.281519861831,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2__p20857_safety_0.smt2",,867.689755288262,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2__p21013_safety_0.smt2",0,2.52546093064091,2.75,3.128,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p21118_safety_0.smt2",0,12.1075171086399,13.531,14.078,1,0,0,
"QF_NIA_small\From_T2__s1.t2__p21153_safety_0.smt2",0,98.96928665786,107.438,111.878,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p15164_terminationG_0.smt2",0,72.2600700081169,85.109,88.519,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p15180_terminationG_0.smt2",0,260.488775612696,309.922,322.334,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p15597_safety_0.smt2",,912.341910161361,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p15640_safety_0.smt2",,826.550770446464,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p15883_safety_0.smt2",0,3.87266984258492,4.469,4.847,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16042_safety_0.smt2",,936.017897091723,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16093_safety_0.smt2",,1016.02719766877,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16158_safety_0.smt2",0,7.62802506482282,8.438,8.88,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16485_safety_0.smt2",0,2.21769634046053,2.578,2.954,0,1,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16526_safety_0.smt2",0,2.39564017660044,2.594,2.909,0,1,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16586_safety_0.smt2",0,3.41057592975205,3.156,3.454,0,1,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16626_safety_0.smt2",0,1.83637640449438,2.031,2.3,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16656_safety_0.smt2",0,5.44791666666667,5.891,6.211,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16834_safety_0.smt2",,968.070337806571,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16901_safety_0.smt2",0,0.655497994652407,0.703,1.019,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p16947_safety_0.smt2",0,0.201030135301353,0.234,0.279,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p17067_safety_0.smt2",0,16.0976527900797,17.375,18.146,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p17133_safety_0.smt2",0,1.58897569444444,1.75,1.867,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p17167_safety_0.smt2",,937.275985663082,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p17181_safety_0.smt2",,789.731974329936,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p17590_safety_0.smt2",0,1.24028457772338,1.453,1.772,0,1,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p17686_safety_0.smt2",0,6.74302863910422,7.484,7.764,1,0,0,
"QF_NIA_small\From_T2__s1.t2_fixed__p17765_safety_0.smt2",0,0.245770676691729,0.266,0.418,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p12025_terminationG_0.smt2",0,321.98613419194,370.469,385.416,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p12349_safety_0.smt2",0,33.4029774678112,37.203,38.75,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p12568_safety_0.smt2",,885.315277190013,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p12752_safety_0.smt2",0,2.3436320754717,2.375,2.762,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p12812_safety_0.smt2",0,1.46277969018933,1.625,1.97,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p12904_safety_0.smt2",0,31.9333961845608,34.406,35.789,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p12942_safety_0.smt2",0,1.60119704324801,1.734,2.192,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p12976_safety_0.smt2",0,1.81751379456706,2.047,2.16,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13058_safety_0.smt2",0,4.11691764953665,4.672,4.951,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13097_safety_0.smt2",0,34.3974816255945,38.031,39.707,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13135_safety_0.smt2",0,3.83165494458653,4.297,4.647,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13195_safety_0.smt2",,944.469525959368,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13216_safety_0.smt2",0,1.60102040816327,1.875,2.035,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13288_safety_0.smt2",0,8.04535529972211,9.688,10.122,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13336_safety_0.smt2",0,615.772821576763,709.375,737.892,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13467_safety_0.smt2",0,31.1387157107232,35.813,37.257,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13547_safety_0.smt2",0,4.08768736616702,4.563,4.937,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13600_safety_0.smt2",0,19.2660426267281,19.984,20.865,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13677_safety_0.smt2",0,2.40267094017094,2.688,2.963,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13711_safety_0.smt2",,832.471150019897,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13759_safety_0.smt2",0,2.38299518569463,2.484,2.711,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13813_safety_0.smt2",0,2.21474489795918,2.594,2.92,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13843_safety_0.smt2",0,4.54576969453376,5.406,5.962,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13884_safety_0.smt2",,858.432498974149,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p13960_safety_0.smt2",0,2.30693539630836,2.031,2.361,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14001_safety_0.smt2",0,20.1934857635893,22.375,23.284,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14138_safety_0.smt2",0,4.01228540772532,4.469,4.787,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14171_safety_0.smt2",0,4.58041401273886,5.156,5.388,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14256_safety_0.smt2",0,2.31501802374894,2.609,2.932,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14281_safety_0.smt2",0,66.7243576242628,75.719,78.742,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14353_safety_0.smt2",0,2.82548572561459,3.406,3.708,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14371_safety_0.smt2",,1091.28847157016,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14418_safety_0.smt2",0,8.70296121593292,9.922,10.324,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14431_safety_0.smt2",0,0.426806618640252,0.453,0.708,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14737_safety_0.smt2",0,5.14598393574297,6.125,6.543,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14919_safety_0.smt2",,938.116591928251,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p14996_safety_0.smt2",,1046.52326163082,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__p15078_safety_0.smt2",0,29.5800418741512,31.234,32.444,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2__term_unfeasibility_1_0.smt2",0,1.87494727962885,2.125,2.465,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10066_safety_0.smt2",0,1.50336727989488,1.641,1.931,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10133_safety_0.smt2",0,1.47422099220992,1.719,2.054,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10168_safety_0.smt2",0,18.7015849014337,19.953,20.818,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10216_safety_0.smt2",,881.213142375737,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10273_safety_0.smt2",,808.346213292117,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10316_safety_0.smt2",0,7.16998540450375,8.219,8.677,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10430_safety_0.smt2",0,1.93271329365079,2.328,2.636,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10512_safety_0.smt2",0,10.2138601348099,10.141,10.544,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10555_safety_0.smt2",0,2.22107371794872,2.484,2.76,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10604_safety_0.smt2",0,9.86202143154391,11.328,11.791,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10632_safety_0.smt2",0,37.2153965369816,41.609,43.35,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10685_safety_0.smt2",0,2.01461734693877,2.359,2.686,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10708_safety_0.smt2",0,5.2455868867492,5.469,5.745,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10737_safety_0.smt2",0,2.28754951584507,2.484,2.597,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10777_safety_0.smt2",0,4.91554695982627,4.328,4.673,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10804_safety_0.smt2",,887.192536047498,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10907_safety_0.smt2",0,1.589455602537,1.797,1.865,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p10987_safety_0.smt2",0,2.23190363007779,2.469,2.642,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11010_safety_0.smt2",0,1.69750536480687,1.891,2.225,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11070_safety_0.smt2",0,2.97159090909091,3.281,3.523,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11092_safety_0.smt2",0,3.54035758577925,4.094,4.546,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11134_safety_0.smt2",0,4.27343073593074,4.719,5.071,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11206_safety_0.smt2",0,2.04296875,2.297,2.642,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11249_safety_0.smt2",0,1.68264767932489,1.906,2.067,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11279_safety_0.smt2",,850.406504065041,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11293_safety_0.smt2",,1050.20080321285,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11660_safety_0.smt2",,930.19119608715,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11700_safety_0.smt2",,885.690093141406,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11816_safety_0.smt2",0,4.23092237903226,5.016,5.225,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11854_safety_0.smt2",0,1.08120192307692,1.344,1.644,0,1,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p11971_safety_0.smt2",0,24.6266736610711,29.453,30.615,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p9297_terminationG_0.smt2",0,8.41570758738278,9.438,10.009,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p9315_terminationG_0.smt2",0,8.16501364399664,9.297,9.778,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p9567_safety_0.smt2",0,9.79358042635659,12.078,12.771,1,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p9728_safety_0.smt2",,931.433659839715,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p9772_safety_0.smt2",,864.820173625465,1000,1000,0,0,0,
"QF_NIA_small\From_T2__s1-striped.t2_fixed__p9943_safety_0.smt2",0,2.14251832686503,2.375,2.46,1,0,0,
"QF_NIA_small\From_T2__sas2.t2__p21288_terminationG_0.smt2",,905.627705627706,1000,1000,0,0,0,
