,"z3legacy","{0} smt.arith.solver=2",,,,,,
,"RV 11751","T_norm 11751","T_cpu 11751","T_wc 11751","# SAT 11751","# UNSAT 11751","# UNKNOWN 11751",
"QF_LIA/nec-smt/large/int_from_list/prp-35-42.smt2",0,6.82659260070053,7.453,7.848,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-35-43.smt2",0,1.40858681875792,1.594,1.709,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-35-44.smt2",0,9.20731276495525,9.344,9.74,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-35-45.smt2",0,7.89194696657037,9.141,9.54,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-35-46.smt2",0,11.080015569395,11.906,12.457,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-37-46.smt2",0,13.5052559414991,14.125,14.798,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-37-47.smt2",0,31.1457837065269,31.25,32.526,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-37-48.smt2",0,26.9155992680695,28.125,29.304,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-37-49.smt2",0,20.6350465771231,22.766,23.757,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-37-50.smt2",0,15.5852555248619,13.484,14.573,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-40-46.smt2",0,8.1945297029703,9.891,10.379,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-40-47.smt2",0,12.189773225241,13.297,13.869,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-40-48.smt2",0,12.7995662949195,14.813,15.443,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-40-49.smt2",0,28.9304778303917,32.125,33.496,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-40-50.smt2",0,30.3951298701299,33.563,35.384,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-42-41.smt2",0,5.12745098039216,5.375,5.668,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-42-42.smt2",0,5.80600852985449,5.531,5.754,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-42-43.smt2",0,12.9433724832215,12.906,13.522,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-43-46.smt2",0,9.87318686006826,11.063,11.523,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-43-47.smt2",0,5.53655611180642,6.344,6.701,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-43-48.smt2",0,25.6203559443912,25.547,26.725,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-43-49.smt2",0,22.0457270127585,23.953,24.939,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-43-50.smt2",0,16.1443459105287,17.078,17.823,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-44-41.smt2",0,2.31975806451612,2.234,2.421,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-44-42.smt2",0,5.42449484092863,6.031,6.329,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-44-43.smt2",0,4.19293719485131,4.516,4.719,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-44-44.smt2",0,7.69830783495596,7.938,8.306,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-44-45.smt2",0,7.50413424124513,8.297,8.726,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-45-44.smt2",0,8.83754997501249,8.453,8.86,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-45-45.smt2",0,12.1990074441687,11.75,12.337,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-45-46.smt2",0,17.4718776962899,19.359,20.174,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-45-47.smt2",0,16.3066219900045,17.156,17.909,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-45-48.smt2",0,23.9801063829787,26.938,28.09,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-46-46.smt2",0,7.22580821319353,7.906,8.199,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-46-47.smt2",0,15.3538862718708,16.359,17.087,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-46-48.smt2",0,12.7381935270806,13.828,14.535,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-46-49.smt2",0,14.0747851476421,15.266,15.892,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-46-50.smt2",0,17.4406459731544,17.391,18.198,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-47-46.smt2",0,12.1346360895779,13.469,14.072,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-47-47.smt2",0,5.75187768240343,6.406,6.746,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-47-48.smt2",0,9.42433918258552,10.141,10.625,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-47-49.smt2",0,12.6110483870968,14.016,14.649,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-47-50.smt2",0,12.4666612057667,13.641,14.269,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-48-46.smt2",0,10.5467011570983,11.328,12.103,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-48-47.smt2",0,8.37741218560277,9.234,9.695,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-48-48.smt2",0,7.67358993902439,8.422,8.786,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-48-49.smt2",0,24.2868956743003,27.375,28.799,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-48-50.smt2",0,27.4732923781757,31.531,32.829,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-49-46.smt2",0,13.8536600496278,13.344,13.873,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-49-47.smt2",0,11.176038153457,12.672,13.247,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-49-48.smt2",0,10.3162159141708,11.031,11.462,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-49-49.smt2",0,26.0958592132505,30.125,31.354,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-49-50.smt2",0,24.1710497114958,26.031,27.199,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-50-46.smt2",0,2.61727589208007,2.875,3.154,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-50-47.smt2",0,3.57738733905579,3.984,4.206,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-50-48.smt2",0,2.08551174124945,2.25,2.49,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-50-49.smt2",0,18.4123110151188,20.375,21.24,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-50-50.smt2",0,15.6913734243697,14.281,14.914,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-51-46.smt2",0,12.5019920318725,13.5,14.118,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-51-47.smt2",0,9.89246200268217,10.578,11.092,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-51-48.smt2",0,18.3661729339746,20.078,21.042,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-51-49.smt2",0,16.5818337617824,18.5,19.237,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-51-50.smt2",0,23.0633289124668,24.938,26.163,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-52-46.smt2",0,14.3599082073434,15.891,16.582,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-52-47.smt2",0,14.093319707401,15.656,16.362,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-52-48.smt2",0,19.7762524084778,19.625,20.533,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-52-49.smt2",0,18.0065136476426,17.344,18.1,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-52-50.smt2",0,17.7179364063167,19.844,20.7,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-53-46.smt2",0,6.70231092436974,7.625,7.971,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-53-47.smt2",0,15.9960106382979,16.531,17.248,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-53-48.smt2",0,11.5247871677741,13.266,13.87,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-53-49.smt2",0,13.9984912829683,14.969,15.626,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-53-50.smt2",0,21.9512594318686,23.641,24.647,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-54-46.smt2",0,1.37830715171558,1.594,2.14,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-54-47.smt2",0,18.3122084393554,20.641,21.687,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-54-48.smt2",0,6.83927415875755,7.578,7.953,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-54-49.smt2",0,11.1714797136038,11.188,11.817,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-54-50.smt2",0,23.3502081554227,26.141,27.226,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-55-46.smt2",0,3.27429966044142,3.688,3.927,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-55-47.smt2",0,15.7154285391226,16.609,17.324,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-55-48.smt2",0,1.59168880035414,1.719,1.907,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-55-49.smt2",0,14.9712671379606,16.703,17.408,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-55-50.smt2",0,8.48589700625559,9.078,9.541,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-56-46.smt2",0,11.9975501113586,12.875,13.5,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-56-47.smt2",0,9.85969771944923,10.953,11.478,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-56-48.smt2",0,16.0554201485608,16.531,17.217,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-56-49.smt2",0,14.742579006772,15.609,16.374,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-56-50.smt2",0,18.2832987551867,21.063,21.809,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-57-46.smt2",0,3.50882768361582,3.859,4.098,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-57-47.smt2",0,8.75608311800172,9.719,10.167,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-57-48.smt2",0,1.61945893089961,1.781,1.934,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-57-49.smt2",0,12.012982689747,12.938,13.445,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-57-50.smt2",0,21.5087361878454,18.609,19.556,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-58-46.smt2",0,12.4530571242398,13.703,14.277,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-58-47.smt2",0,10.5900160384924,12.625,13.12,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-58-48.smt2",0,24.5577283372365,25.063,26.149,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-58-49.smt2",0,14.9575116624258,16.859,17.61,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-58-50.smt2",0,17.8804586293356,20.453,21.294,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-59-46.smt2",0,5.02139758781211,5.672,5.942,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-59-47.smt2",0,3.97404045643154,4.578,5.989,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-59-48.smt2",0,12.2362972714217,12.219,12.772,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-59-49.smt2",0,3.9852986453202,4.641,4.879,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-59-50.smt2",0,17.3764216512216,19.719,20.588,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-60-46.smt2",0,5.16927542621987,4.203,4.43,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-60-47.smt2",0,14.2858562526859,15.891,16.659,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-60-48.smt2",0,10.152141548328,10.594,10.972,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-60-49.smt2",0,11.6064311594203,13.016,13.891,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-60-50.smt2",0,28.5620466634431,28.234,29.43,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-61-46.smt2",0,15.6478225806452,17.391,18.131,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-61-47.smt2",0,12.3256288900415,11.359,11.899,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-61-48.smt2",0,1.41055702333774,1.531,1.868,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-61-49.smt2",0,1.60662421805183,1.719,1.901,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-61-50.smt2",0,20.2379023245418,21.641,22.577,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-62-46.smt2",0,12.077474779319,13.734,14.275,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-62-47.smt2",0,11.8824639107612,12.984,13.682,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-62-48.smt2",0,9.97037133891214,11.391,11.948,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-62-49.smt2",0,9.68277833001988,11.641,12.127,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-62-50.smt2",0,18.305,20.781,21.663,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-63-47.smt2",0,20.0891927083333,22.125,23.062,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-63-48.smt2",0,13.7041317991632,15.656,16.339,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-63-49.smt2",0,19.3779463913225,22.203,23.104,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-63-50.smt2",0,22.957088084939,27.906,29.066,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-7-46.smt2",0,13.102468487395,14.906,15.575,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-7-47.smt2",0,13.0575122603656,14,14.627,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-7-48.smt2",0,21.2848837209302,23.625,24.604,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-7-49.smt2",0,29.2251876563803,33.5,34.853,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-7-50.smt2",0,41.1351452370782,46.031,47.98,0,1,0,
"QF_LIA/nec-smt/large/int_from_list/prp-8-46.smt2",0,7.61127989023912,9.281,9.707,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-8-47.smt2",0,7.56169835089327,7.891,8.316,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-8-48.smt2",0,11.8537087912088,13.406,13.963,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-8-49.smt2",0,10.850622406639,12.5,13.007,1,0,0,
"QF_LIA/nec-smt/large/int_from_list/prp-8-50.smt2",0,5.37612018977333,4.875,5.058,1,0,0,
"QF_LIA/nec-smt/large/mygetpwnam/prp-0-47.smt2",0,3.02304159628378,3.422,3.612,1,0,0,
"QF_LIA/nec-smt/large/mygetpwnam/prp-0-48.smt2",0,1.68492268041237,1.719,1.922,1,0,0,
"QF_LIA/nec-smt/large/mygetpwnam/prp-0-49.smt2",0,1.22415338645418,1.469,1.622,1,0,0,
"QF_LIA/nec-smt/large/mygetpwnam/prp-0-50.smt2",0,2.31513490725126,2.625,2.856,1,0,0,
"QF_LIA/nec-smt/large/mygetpwnam/prp-1-47.smt2",0,1.37463325183373,1.344,1.535,0,1,0,
"QF_LIA/nec-smt/large/mygetpwnam/prp-1-48.smt2",0,1.70951867816092,1.422,1.548,1,0,0,
"QF_LIA/nec-smt/large/mygetpwnam/prp-1-49.smt2",0,1.25664292175486,1.328,1.525,1,0,0,
"QF_LIA/nec-smt/large/mygetpwnam/prp-1-50.smt2",0,1.90597667638484,2.188,2.341,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-0-46.smt2",0,78.9456711065574,92.078,95.944,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-0-47.smt2",0,48.873901213897,55.813,58.148,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-0-48.smt2",0,65.0719553308049,73.813,76.87,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-0-49.smt2",0,114.915084059776,132.328,137.692,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-0-50.smt2",0,100.23536849711,116.047,120.517,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-10-46.smt2",0,577.802074513125,652.375,677.976,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-10-47.smt2",,813.691170750681,1000,1000,0,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-10-48.smt2",0,642.06853780189,876.859,912.079,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-10-49.smt2",,824.271079590229,1000,1000,0,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-10-50.smt2",,897.854077253219,1000,1000,0,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-11-46.smt2",0,179.428845232391,179,186.234,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-11-47.smt2",0,165.148377659575,185.516,192.804,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-11-48.smt2",0,179.556242177722,205.734,214.076,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-11-49.smt2",0,247.572162219399,279.406,290.748,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-11-50.smt2",0,237.339673913043,268.766,279.716,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-12-46.smt2",0,83.885296010296,93.469,97.282,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-12-47.smt2",0,141.640676762896,143.063,148.757,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-12-48.smt2",0,272.77294499382,316.453,329.287,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-12-49.smt2",0,171.345045558087,179.781,186.964,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-12-50.smt2",0,300.970085004359,330.031,343.416,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-13-46.smt2",0,129.332911849711,149.734,155.852,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-13-47.smt2",0,127.206639566396,134.625,140.119,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-13-48.smt2",0,174.632044168842,191.828,199.642,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-13-49.smt2",0,261.531294877933,261.156,271.578,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-13-50.smt2",0,243.911315917969,238.781,248.696,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-14-46.smt2",0,65.5446583044982,72.438,75.345,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-14-47.smt2",0,105.873851102941,110.125,114.582,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-14-48.smt2",0,240.9513424821,241.297,250.886,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-14-49.smt2",0,146.018409586057,160.188,166.471,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-14-50.smt2",0,108.435751398881,129.688,134.916,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-1-46.smt2",0,106.48313266697,112.031,116.828,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-1-47.smt2",0,146.205956069996,191.703,199.523,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-1-48.smt2",0,165.673744136044,202.578,210.636,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-1-49.smt2",0,185.514912940671,206.266,214.442,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-1-50.smt2",0,244.024215367965,269.453,280.199,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-15-46.smt2",0,91.0972853248523,95.844,99.75,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-15-47.smt2",0,107.888373713551,120.266,125.228,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-15-48.smt2",0,175.991768533123,213.344,221.538,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-15-49.smt2",0,226.766810918775,244.219,254.229,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-15-50.smt2",0,251.682641248938,283.203,294.33,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-16-46.smt2",0,53.6363950276245,46.406,48.939,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-16-47.smt2",0,81.4177730192719,90.875,94.572,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-16-48.smt2",0,91.4343587521664,100.875,104.932,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-16-49.smt2",0,134.405247479377,140.188,145.896,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-16-50.smt2",0,177.514394263699,198.219,206.318,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-17-46.smt2",0,35.8908204753962,41.141,42.825,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-17-47.smt2",0,54.4700564381271,62.281,64.778,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-17-48.smt2",0,86.6190424610052,95.563,99.445,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-17-49.smt2",0,93.3488039083558,99.328,103.425,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-17-50.smt2",0,214.922069892473,238.859,248.354,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-18-46.smt2",0,34.5019563856428,39.516,41.127,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-18-47.smt2",0,60.5787016451756,65.125,67.748,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-18-48.smt2",0,78.1880444250871,85.813,89.326,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-18-49.smt2",0,172.112360111911,205.844,214.213,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-18-50.smt2",0,227.585582715477,234.766,244.055,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-19-46.smt2",0,73.3026580459769,60.969,63.523,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-19-47.smt2",0,75.5340539661899,83.297,86.749,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-19-48.smt2",0,142.863516987036,152.766,159.01,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-19-49.smt2",0,118.384388297872,132.984,138.389,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-19-50.smt2",0,116.025005430061,127.672,132.862,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-20-46.smt2",0,46.9917033082077,53.641,55.89,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-20-47.smt2",0,115.542002118644,130.344,135.682,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-20-48.smt2",0,97.5906676022454,116.344,120.961,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-20-49.smt2",0,120.276871291648,125.969,131.071,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-20-50.smt2",0,153.559920540797,154.734,161.004,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-21-46.smt2",0,60.7921241554054,68.813,71.543,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-21-47.smt2",0,55.5313691232529,62.672,65.258,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-21-48.smt2",0,87.0014975550118,85.047,88.538,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-21-49.smt2",0,137.402001668057,157.5,163.832,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-21-50.smt2",0,143.482269720725,139.984,145.591,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-22-46.smt2",0,30.1265135327635,30.328,31.591,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-22-47.smt2",0,51.1600286380993,57.641,60.063,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-22-48.smt2",0,50.4336839933993,58.438,60.872,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-22-49.smt2",0,104.112974177331,108.891,113.339,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-22-50.smt2",0,115.032804853181,134.828,140.338,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-23-46.smt2",0,49.1732519652462,56.813,59.139,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-23-47.smt2",0,53.8796351674641,64.594,67.258,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-23-48.smt2",0,39.560857228196,47.484,49.637,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-23-49.smt2",0,66.641640625,76.453,79.506,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-23-50.smt2",0,71.9399109014675,82.016,85.379,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-24-46.smt2",0,45.6244021522519,54.719,56.948,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-24-47.smt2",0,57.0850032851511,62.297,64.87,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-24-48.smt2",0,84.3455526199912,91.563,95.265,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-24-49.smt2",0,42.5628367177787,49.094,51.164,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-24-50.smt2",0,80.8534519271495,91.25,94.945,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-2-46.smt2",0,116.466860967185,128.938,134.144,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-2-47.smt2",0,177.497785132383,208.297,216.613,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-2-48.smt2",0,146.539953512397,169.516,176.538,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-2-49.smt2",0,173.13733827212,198.297,206.355,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-2-50.smt2",0,213.771068001669,244.938,254.889,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-3-46.smt2",0,101.631004366812,111.25,115.816,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-3-47.smt2",0,101.550620050021,116.453,121.168,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-3-48.smt2",0,202.711798282363,231.297,240.657,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-3-49.smt2",0,128.104768786127,148.313,154.437,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-3-50.smt2",0,231.346220260936,288.188,299.913,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-4-46.smt2",0,153.28242171405,177.828,185.044,1,0,0,
"QF_LIA/nec-smt/large/user_is_in_group/prp-4-47.smt2",0,252.468843124734,283.484,294.944,1,0,0,
