,"smt.arith.nl.branching=false","-file:{0} smt.arith.nl.branching=false",,,,,,
,"RV 11681","T_norm 11681","T_cpu 11681","T_wc 11681","# SAT 11681","# UNSAT 11681","# UNKNOWN 11681",
"QF_NIA_small\aproveSMT3571876635740058861.smt2",0,8.43502502175805,9.266,9.605,0,1,0,
"QF_NIA_small\aproveSMT3611058756933534688.smt2",0,0.0642506142506144,0.063,0.452,1,0,0,
"QF_NIA_small\aproveSMT3612851711724526218.smt2",0,0.925789760348584,1.016,1.318,1,0,0,
"QF_NIA_small\aproveSMT3778692042252886508.smt2",0,0.041640127388535,0.047,0.112,1,0,0,
"QF_NIA_small\aproveSMT3807494294977005803.smt2",0,0.0426173402868318,0.047,0.411,1,0,0,
"QF_NIA_small\aproveSMT3839584170547805483.smt2",0,132.445473130841,135.484,141.019,0,1,0,
"QF_NIA_small\aproveSMT3935457195847984314.smt2",0,5.38882863340564,5.938,6.413,0,1,0,
"QF_NIA_small\aproveSMT3970517148307051183.smt2",0,0.0573716542343133,0.063,0.168,1,0,0,
"QF_NIA_small\aproveSMT3981927164583947462.smt2",0,7.7499483684428,8.969,9.445,0,1,0,
"QF_NIA_small\aproveSMT4004559194265078508.smt2",0,0.0289269911504425,0.031,0.444,1,0,0,
"QF_NIA_small\aproveSMT4005477226838207398.smt2",0,0.108912952936276,0.125,0.476,1,0,0,
"QF_NIA_small\aproveSMT4015411381612320072.smt2",0,1.62074923211935,1.766,2.052,1,0,0,
"QF_NIA_small\aproveSMT405002793410787217.smt2",0,0.0547300125575554,0.063,0.176,1,0,0,
"QF_NIA_small\aproveSMT4068876412031045354.smt2",0,0.123504408060453,0.141,0.241,1,0,0,
"QF_NIA_small\aproveSMT4159349101604568985.smt2",0,0.482472324723247,0.563,0.825,0,1,0,
"QF_NIA_small\aproveSMT4163246385735196737.smt2",0,0.130229083665339,0.141,0.203,1,0,0,
"QF_NIA_small\aproveSMT4177797293206130085.smt2",0,0.148456853839802,0.172,0.487,0,1,0,
"QF_NIA_small\aproveSMT4293993713008672806.smt2",0,11.6989774179804,13.125,13.678,1,0,0,
"QF_NIA_small\aproveSMT4380061691498964684.smt2",0,3.48364128215598,4.078,4.407,1,0,0,
"QF_NIA_small\aproveSMT4408268044216253595.smt2",0,0.57947219983884,0.688,0.826,1,0,0,
"QF_NIA_small\aproveSMT4439607947222714793.smt2",0,0.0437193490860455,0.047,0.085,1,0,0,
"QF_NIA_small\aproveSMT4504963179470263546.smt2",0,0.425065019505852,0.469,0.791,0,1,0,
"QF_NIA_small\aproveSMT4525776783561378911.smt2",0,0.0567737733391229,0.063,0.125,1,0,0,
"QF_NIA_small\aproveSMT4553505495713257009.smt2",0,0.0442920054200542,0.047,0.18,1,0,0,
"QF_NIA_small\aproveSMT4589478066325636629.smt2",0,0.415944493198772,0.453,0.711,1,0,0,
"QF_NIA_small\aproveSMT4606013414596055049.smt2",0,0.116584930896121,0.125,0.461,1,0,0,
"QF_NIA_small\aproveSMT4610599926347927445.smt2",0,0.0481938813122005,0.063,0.165,1,0,0,
"QF_NIA_small\aproveSMT4626738710431749334.smt2",0,0.147907239819005,0.172,0.231,0,1,0,
"QF_NIA_small\aproveSMT4726660327701427.smt2",0,0.0308081998114986,0.031,0.243,1,0,0,
"QF_NIA_small\aproveSMT4764278413219307912.smt2",0,0.0411508602601763,0.047,0.117,1,0,0,
"QF_NIA_small\aproveSMT4776473963623431246.smt2",0,18.0077383520276,19.953,20.749,0,1,0,
"QF_NIA_small\aproveSMT4786517774271864296.smt2",0,5.89170199041651,7.641,8.005,0,1,0,
"QF_NIA_small\aproveSMT4790304217385820014.smt2",0,0.562849763237193,0.625,0.901,1,0,0,
"QF_NIA_small\aproveSMT4812740542900327077.smt2",0,0.0665394402035625,0.063,0.161,1,0,0,
"QF_NIA_small\aproveSMT4817399800518468578.smt2",0,0.376491155902921,0.438,0.714,1,0,0,
"QF_NIA_small\aproveSMT4830702979511545177.smt2",0,0.110664409648752,0.125,0.239,1,0,0,
"QF_NIA_small\aproveSMT4843513687534854491.smt2",0,0.616163996229972,0.625,0.89,1,0,0,
"QF_NIA_small\aproveSMT4894552965501289252.smt2",0,0.114592462751972,0.125,0.216,1,0,0,
"QF_NIA_small\aproveSMT4940364873027923219.smt2",0,0.0330510616784631,0.031,0.17,1,0,0,
"QF_NIA_small\aproveSMT5038173880269306850.smt2",0,0.164603441040705,0.188,0.236,1,0,0,
"QF_NIA_small\aproveSMT5046440760903487310.smt2",0,0.0579565602836879,0.063,0.186,1,0,0,
"QF_NIA_small\aproveSMT5056627952338669338.smt2",0,0.572974561778538,0.641,0.925,1,0,0,
"QF_NIA_small\aproveSMT5205173846890464046.smt2",0,0.0270703933747412,0.031,0.092,1,0,0,
"QF_NIA_small\aproveSMT5210438168892578988.smt2",0,0.224271012006861,0.25,0.635,1,0,0,
"QF_NIA_small\aproveSMT5219933089216354552.smt2",0,0.248852440662786,0.266,0.395,1,0,0,
"QF_NIA_small\aproveSMT522772885303483707.smt2",0,0.247320302648172,0.281,0.403,0,1,0,
"QF_NIA_small\aproveSMT5236930360453082734.smt2",0,0.0401895491803279,0.047,0.412,1,0,0,
"QF_NIA_small\aproveSMT525791599825112152.smt2",0,0.37113645920942,0.422,0.799,0,1,0,
"QF_NIA_small\aproveSMT5335778151184305698.smt2",0,1.57203565505804,1.359,1.685,1,0,0,
"QF_NIA_small\aproveSMT5348320449423401087.smt2",0,0.0423047886108714,0.047,0.097,1,0,0,
"QF_NIA_small\aproveSMT5476436532372645500.smt2",0,0.239005376344086,0.266,0.601,1,0,0,
"QF_NIA_small\aproveSMT5493191018463992513.smt2",0,0.242929397192403,0.281,0.432,0,1,0,
"QF_NIA_small\aproveSMT5521985939949569030.smt2",0,4.44527563277563,4.953,5.365,1,0,0,
"QF_NIA_small\aproveSMT5541044923638316164.smt2",0,0.0545246038365304,0.063,0.203,1,0,0,
"QF_NIA_small\aproveSMT5555859573725551605.smt2",0,0.751891646489104,0.891,1.106,1,0,0,
"QF_NIA_small\aproveSMT5598217329789101375.smt2",0,0.613987030411449,0.656,1.093,1,0,0,
"QF_NIA_small\aproveSMT5606410117877393489.smt2",0,0.16769987174006,0.188,0.598,1,0,0,
"QF_NIA_small\aproveSMT5625725354797588883.smt2",0,0.390097736625515,0.453,0.587,1,0,0,
"QF_NIA_small\aproveSMT5697460246608014240.smt2",0,0.084427464485579,0.094,0.198,1,0,0,
"QF_NIA_small\aproveSMT5775190440758349853.smt2",0,0.0396212121212121,0.047,0.191,1,0,0,
"QF_NIA_small\aproveSMT578728211229400351.smt2",0,506.923233995585,548.844,570.932,0,1,0,
"QF_NIA_small\aproveSMT5829491630698138486.smt2",0,0.0996570121951219,0.109,0.284,1,0,0,
"QF_NIA_small\aproveSMT5858552346124402853.smt2",0,3.16882039420756,3.766,4.342,0,1,0,
"QF_NIA_small\aproveSMT5913022081957613825.smt2",0,21.5503357681433,21.859,22.905,0,1,0,
"QF_NIA_small\aproveSMT5989587704234446991.smt2",0,1.88238230348886,2.141,2.368,1,0,0,
"QF_NIA_small\aproveSMT5992389869070970435.smt2",0,7.46682415776499,8.688,9.117,0,1,0,
"QF_NIA_small\aproveSMT6007639960281434719.smt2",0,0.949757869249395,1.125,1.336,1,0,0,
"QF_NIA_small\aproveSMT6023062156836720896.smt2",0,16.9627197926059,17.984,18.737,1,0,0,
"QF_NIA_small\aproveSMT6030602863271290399.smt2",0,721.200627220249,776.359,807.575,0,1,0,
"QF_NIA_small\aproveSMT6033388866962201290.smt2",0,4.81357020547945,5.375,5.573,1,0,0,
"QF_NIA_small\aproveSMT6054561478528727566.smt2",0,0.12702396373057,0.141,0.573,0,1,0,
"QF_NIA_small\aproveSMT6071606564644554507.smt2",0,1.59580960130187,1.875,2.166,1,0,0,
"QF_NIA_small\aproveSMT6116422603960968616.smt2",0,6.38122509960159,6.891,7.515,1,0,0,
"QF_NIA_small\aproveSMT6155317075733447430.smt2",0,0.0562607573149742,0.063,0.168,1,0,0,
"QF_NIA_small\aproveSMT6201299735749963496.smt2",0,0.58516340549542,0.672,1.468,1,0,0,
"QF_NIA_small\aproveSMT6242888656932764676.smt2",0,0.0287110232762407,0.031,0.111,1,0,0,
"QF_NIA_small\aproveSMT6285895805497343865.smt2",0,0.99330878915381,1.016,1.298,0,1,0,
"QF_NIA_small\aproveSMT629665582926508878.smt2",0,0.852364445364238,0.984,1.347,1,0,0,
"QF_NIA_small\aproveSMT6301725928280158574.smt2",0,1.064117278798,1.219,1.443,1,0,0,
"QF_NIA_small\aproveSMT6405258831427788557.smt2",0,0.371448863636364,0.422,0.66,1,0,0,
"QF_NIA_small\aproveSMT6456513912671766647.smt2",0,3.14758201959949,3.531,3.73,0,1,0,
"QF_NIA_small\aproveSMT6461796824751951221.smt2",0,4.61903987863026,5.094,5.561,0,1,0,
"QF_NIA_small\aproveSMT6500048596873196244.smt2",0,0.728186881188119,0.844,0.978,1,0,0,
"QF_NIA_small\aproveSMT6549179037310304786.smt2",0,0.107828699340245,0.109,0.376,1,0,0,
"QF_NIA_small\aproveSMT655469581631834278.smt2",0,0.0276895383312156,0.031,0.139,1,0,0,
"QF_NIA_small\aproveSMT6658278851923446624.smt2",0,0.14230518067044,0.156,0.215,1,0,0,
"QF_NIA_small\aproveSMT6674842082078899004.smt2",0,42.0027915019763,50.797,52.833,1,0,0,
"QF_NIA_small\aproveSMT6744625072979146355.smt2",0,1.29029605263158,1.688,2.104,1,0,0,
"QF_NIA_small\aproveSMT6753330551938377858.smt2",0,0.0427101480836237,0.047,0.231,1,0,0,
"QF_NIA_small\aproveSMT6771738228131904044.smt2",0,14.2891071428571,16.734,17.418,0,1,0,
"QF_NIA_small\aproveSMT6871796204961549893.smt2",0,0.0537181594083812,0.063,0.165,1,0,0,
"QF_NIA_small\aproveSMT691472806777450769.smt2",0,0.0276076858108108,0.031,0.426,1,0,0,
"QF_NIA_small\aproveSMT7048666801337573956.smt2",0,5.90914467131474,5.672,5.925,1,0,0,
"QF_NIA_small\aproveSMT7070426067875134896.smt2",0,26.6604028239203,30.688,31.948,0,1,0,
"QF_NIA_small\aproveSMT7081278616493440418.smt2",0,0.0527643260694108,0.063,0.206,1,0,0,
"QF_NIA_small\aproveSMT7141115503836990123.smt2",0,0.0574725274725275,0.063,0.124,1,0,0,
"QF_NIA_small\aproveSMT7144269790757830415.smt2",0,3.57881075979236,3.625,3.985,1,0,0,
"QF_NIA_small\aproveSMT7145338241152838632.smt2",0,4.52146053702197,5.313,5.569,1,0,0,
"QF_NIA_small\aproveSMT7201733644041072759.smt2",,985.398021667452,1000,1000,0,0,0,
"QF_NIA_small\aproveSMT7278800282732675654.smt2",0,5.87417970721858,5.563,5.962,1,0,0,
"QF_NIA_small\aproveSMT7315824316795347455.smt2",0,0.717775581906016,0.781,1.011,1,0,0,
"QF_NIA_small\aproveSMT7334875128895402176.smt2",0,0.0434096945551129,0.047,0.432,1,0,0,
"QF_NIA_small\aproveSMT7377887083439038055.smt2",0,0.0276427061310782,0.031,0.146,1,0,0,
"QF_NIA_small\aproveSMT7425096829426664326.smt2",0,3.69768099547512,3.516,3.755,1,0,0,
"QF_NIA_small\aproveSMT743198230882528455.smt2",0,0.0559477963200684,0.063,0.177,1,0,0,
"QF_NIA_small\aproveSMT7440630011441673394.smt2",,969.865554010199,1000,1000,0,0,0,
"QF_NIA_small\aproveSMT7608975121595496463.smt2",0,0.0534764826175869,0.063,0.267,1,0,0,
"QF_NIA_small\aproveSMT7610852511450248253.smt2",0,0.41855121850475,0.484,0.639,1,0,0,
"QF_NIA_small\aproveSMT778144120697107907.smt2",0,0.101875556544969,0.109,0.175,1,0,0,
"QF_NIA_small\aproveSMT7823144654332746343.smt2",0,0.308372641509434,0.328,0.525,0,1,0,
"QF_NIA_small\aproveSMT7861215804091976133.smt2",0,1.08535467874084,1.203,1.485,0,1,0,
"QF_NIA_small\aproveSMT7917963829768768087.smt2",0,12.6840229485396,13.078,13.633,0,1,0,
"QF_NIA_small\aproveSMT8012602079643276968.smt2",0,0.0847924773022049,0.094,0.157,1,0,0,
"QF_NIA_small\aproveSMT8038578912200818680.smt2",0,0.0699048331907613,0.078,0.169,1,0,0,
"QF_NIA_small\aproveSMT8056030040600901039.smt2",0,1.66757203589986,1.688,2.027,1,0,0,
"QF_NIA_small\aproveSMT8120783453179243473.smt2",0,0.26450702725724,0.297,0.517,0,1,0,
"QF_NIA_small\aproveSMT8137047330849691949.smt2",0,2.40436033393502,2.547,2.871,0,1,0,
"QF_NIA_small\aproveSMT8204649684904954337.smt2",0,0.0574472759226714,0.063,0.107,1,0,0,
"QF_NIA_small\aproveSMT8205772230016192248.smt2",0,5.84269323671497,6.359,6.741,0,1,0,
"QF_NIA_small\aproveSMT8213728202959413718.smt2",0,2.44392523364486,2.5,2.84,1,0,0,
"QF_NIA_small\aproveSMT8264792885821091201.smt2",0,2.77736928104575,3.25,3.573,1,0,0,
"QF_NIA_small\aproveSMT8282187318664889653.smt2",0,0.132660308441558,0.156,0.195,1,0,0,
"QF_NIA_small\aproveSMT82980353335522103.smt2",0,3.74850235344459,4.188,4.517,1,0,0,
"QF_NIA_small\aproveSMT8328864454385468275.smt2",0,2.34897186147186,2.594,2.927,1,0,0,
"QF_NIA_small\aproveSMT8349063162874178644.smt2",0,0.862545495905368,0.906,1.147,1,0,0,
"QF_NIA_small\aproveSMT8366476055690990863.smt2",0,0.279858732876712,0.313,0.487,0,1,0,
"QF_NIA_small\aproveSMT8377786446909921993.smt2",0,2.26449548192771,2.875,3.286,0,1,0,
"QF_NIA_small\aproveSMT8384181922198476260.smt2",,884.192730346577,1000,1000,0,0,0,
"QF_NIA_small\aproveSMT8423039779088334472.smt2",0,1.6444018404908,1.922,2.292,0,1,0,
"QF_NIA_small\aproveSMT8524404391338204488.smt2",0,0.0945115654688146,0.109,0.522,1,0,0,
"QF_NIA_small\aproveSMT8573084889555001775.smt2",0,8.9006222943723,9.828,10.29,0,1,0,
"QF_NIA_small\aproveSMT8666199152065483741.smt2",0,0.133843266606005,0.141,0.194,0,1,0,
"QF_NIA_small\aproveSMT8677323562739420602.smt2",0,0.0567245119305857,0.063,0.132,1,0,0,
"QF_NIA_small\aproveSMT8739079467798956217.smt2",0,0.475149636596836,0.531,0.841,0,1,0,
"QF_NIA_small\aproveSMT8739447481320129819.smt2",0,0.134295398520953,0.156,0.547,1,0,0,
"QF_NIA_small\aproveSMT8797788573757816721.smt2",0,0.0839576198630137,0.094,0.224,1,0,0,
"QF_NIA_small\aproveSMT8801446599485295192.smt2",0,1.31756680253623,1.391,1.564,1,0,0,
"QF_NIA_small\aproveSMT880649614033826505.smt2",0,1.1953814627995,1.359,1.604,1,0,0,
"QF_NIA_small\aproveSMT8813034472200507181.smt2",0,0.0840295629820052,0.094,1.366,1,0,0,
"QF_NIA_small\aproveSMT8866413736567330792.smt2",0,0.0540066088393226,0.063,0.416,1,0,0,
"QF_NIA_small\aproveSMT8878736820157791946.smt2",0,0.110763365963855,0.141,0.43,1,0,0,
"QF_NIA_small\aproveSMT901847787721299507.smt2",0,0.0403051787916153,0.047,1.232,1,0,0,
"QF_NIA_small\aproveSMT902782301342505505.smt2",0,0.401954325867369,0.438,0.766,1,0,0,
"QF_NIA_small\aproveSMT9030607454323718032.smt2",0,4.74382782310004,5.281,5.587,1,0,0,
"QF_NIA_small\aproveSMT9054136929086877877.smt2",0,5.76585125054849,6.281,6.648,1,0,0,
"QF_NIA_small\aproveSMT9073350781778038452.smt2",0,1.05214223575468,1.156,1.367,0,1,0,
"QF_NIA_small\aproveSMT9118077011737449494.smt2",0,2.84001670843776,3.25,3.699,1,0,0,
"QF_NIA_small\aproveSMT9169917326916030775.smt2",0,0.216652858326429,0.25,0.505,0,1,0,
"QF_NIA_small\aproveSMT9190658207098859112.smt2",0,9.0503930020284,8.531,8.85,1,0,0,
"QF_NIA_small\aproveSMT9210831631031619938.smt2",0,17.3686970338983,19.594,20.382,1,0,0,
"QF_NIA_small\aproveSMT944940066259205664.smt2",0,0.0834219481071884,0.094,0.138,1,0,0,
"QF_NIA_small\aproveSMT955385929993658388.smt2",0,0.157495619798511,0.172,0.306,0,1,0,
"QF_NIA_small\aproveSMT993796237976442048.smt2",0,3.84135673415493,4.172,4.407,0,1,0,
"QF_NIA_small\b.04_true-termination.c_Iteration1_Loop+nonterminationTemplate_0.smt2",0,0.998912787964269,1.016,1.208,0,1,0,
"QF_NIA_small\b.07-alloca_true-termination.c.i_Iteration2_Lasso+nonterminationTemplate.smt2",0,0.953815063091483,1.156,1.364,0,1,0,
"QF_NIA_small\ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-termination.c_Iteration1_Loop+nonterminationTemplate_0.smt2",0,248.873570520966,280.875,292.337,0,1,0,
"QF_NIA_small\ChenFlurMukhopadhyay-SAS2012-Ex3.10_true-termination.c_Iteration1_Loop+nonterminationTemplate_0.smt2",0,1.08363932018464,1.234,1.571,0,1,0,
"QF_NIA_small\flag-alloca_true-termination.c.i_Iteration1_Lasso+nonterminationTemplate.smt2",0,1.31493803331979,1.547,1.745,0,1,0,
"QF_NIA_small\From_AProVE_2014__Alternate.jar-obl-10__p27480_terminationG_0.smt2",,864.105741429162,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Alternate.jar-obl-10__terminationS_8_0.smt2",0,8.47614694148936,9.141,9.498,0,1,0,
"QF_NIA_small\From_AProVE_2014__AlternatingGrowReduce2.jar-obl-9__terminationS_1_0.smt2",0,1.1415566439523,1.281,1.45,0,1,0,
"QF_NIA_small\From_AProVE_2014__AlternatingGrowReduceRec2.jar-obl-9__term_unfeasibility_1_0.smt2",0,0.331152384972562,0.375,0.546,0,1,0,
"QF_NIA_small\From_AProVE_2014__alternDivWidening_rec.jar-obl-8__p27568_terminationG_0.smt2",0,2.08366533864542,2.25,2.438,1,0,0,
"QF_NIA_small\From_AProVE_2014__alternKonv_rec.jar-obl-8__p27639_edge_closing_0.smt2",0,6.82596111839231,7.469,7.918,0,1,0,
"QF_NIA_small\From_AProVE_2014__AProVE12-cyclic-Visit.jar-obl-9__p27675_terminationG_0.smt2",0,0.472400642312324,0.563,0.754,1,0,0,
"QF_NIA_small\From_AProVE_2014__BMOG_CAV_12_MarkingGraphVisitor.jar-obl-11__p27764_terminationG_0.smt2",0,151.703881690739,170.703,177.522,0,1,0,
"QF_NIA_small\From_AProVE_2014__Choose.jar-obl-8__p27802_terminationG_0.smt2",0,0.210547504025765,0.25,0.472,0,1,0,
"QF_NIA_small\From_AProVE_2014__ChooseLife.jar-obl-8__p27825_terminationG_0.smt2",,887.192536047498,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__complxStruc_rec.jar-obl-8__terminationS_0_0.smt2",0,99.657012195122,117.188,121.966,0,1,0,
"QF_NIA_small\From_AProVE_2014__Convert.jar-obl-9__p27975_edge_closing_0.smt2",0,3.31912964641886,3.5,3.68,0,1,0,
"QF_NIA_small\From_AProVE_2014__ConvertRec.jar-obl-9__p28041_edge_closing_0.smt2",0,2.2926258605852,2.547,2.732,0,1,0,
"QF_NIA_small\From_AProVE_2014__Count.jar-obl-10__p28177_edge_closing_0.smt2",0,1.13802957214765,1.297,1.493,0,1,0,
"QF_NIA_small\From_AProVE_2014__Count.jar-obl-10-2__p28122_terminationG_0.smt2",,909.169926119079,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Count.jar-obl-10-2__terminationS_9_0.smt2",0,11.8389180672269,13.469,14.161,0,1,0,
"QF_NIA_small\From_AProVE_2014__CountMetaList.jar-obl-9__p28209_edge_closing_0.smt2",0,73.2926759306475,68.703,71.525,1,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28249_terminationG_0.smt2",,860.905349794239,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28267_terminationG_0.smt2",,854.575163398693,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28283_terminationG_0.smt2",,931.019136626613,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28299_terminationG_0.smt2",,849.715678310317,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28317_terminationG_0.smt2",,859.843814221126,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28333_terminationG_0.smt2",,919.156414762742,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28349_terminationG_0.smt2",,838.476953907816,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28367_terminationG_0.smt2",0,5.85276477472206,4.781,5.008,0,1,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28383_terminationG_0.smt2",,935.599284436494,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__CyclicalListDuplicate.jar-obl-9__p28410_terminationG_0.smt2",0,0.880686255368996,1.078,1.265,1,0,0,
"QF_NIA_small\From_AProVE_2014__Distances.jar-obl-19__p28453_terminationG_0.smt2",0,72.6660525736912,78.953,82.005,1,0,0,
"QF_NIA_small\From_AProVE_2014__Distances.jar-obl-19__terminationS_12_0.smt2",0,6.24183417085427,7.125,7.374,0,1,0,
"QF_NIA_small\From_AProVE_2014__Distances.jar-obl-19__terminationS_4_0.smt2",0,8.93220871751886,10.188,10.691,0,1,0,
"QF_NIA_small\From_AProVE_2014__DivMinus.jar-obl-11__p28485_terminationG_0.smt2",0,33.4736007870573,36.594,38.055,1,0,0,
"QF_NIA_small\From_AProVE_2014__DivMinus.jar-obl-11__p28519_terminationG_0.smt2",0,3.17396199472759,3.453,3.758,1,0,0,
"QF_NIA_small\From_AProVE_2014__DivMinus.jar-obl-11__p28547_terminationG_0.smt2",,912.341910161361,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__DivMinus.jar-obl-11__p28566_edge_closing_0.smt2",,898.239587805925,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__DivTernary.jar-obl-10__p28667_terminationG_0.smt2",0,18.6600165562914,20.203,21.009,1,0,0,
"QF_NIA_small\From_AProVE_2014__DivTernary.jar-obl-10__terminationS_14_0.smt2",0,8.77987074401009,9.984,10.358,0,1,0,
"QF_NIA_small\From_AProVE_2014__DivTernary.jar-obl-10__terminationS_23_0.smt2",0,24.9026753798034,26.641,27.757,0,1,0,
"QF_NIA_small\From_AProVE_2014__DivTernary2.jar-obl-9__p28622_terminationG_0.smt2",0,198.990295794025,241.984,251.54,0,1,0,
"QF_NIA_small\From_AProVE_2014__DivTernary2.jar-obl-9__p28634_edge_closing_0.smt2",0,2.70436151079137,3.234,3.43,1,0,0,
"QF_NIA_small\From_AProVE_2014__DivTernary2.jar-obl-9__p28644_edge_closing_0.smt2",,888.322717622081,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Domino.jar-obl-27__p28689_terminationG_0.smt2",0,152.532768476929,178.563,185.463,1,0,0,
"QF_NIA_small\From_AProVE_2014__Domino.jar-obl-27__terminationS_10_0.smt2",0,36.2741911173633,43.141,44.841,0,1,0,
"QF_NIA_small\From_AProVE_2014__Domino.jar-obl-27__terminationS_4_0.smt2",0,16.4061042814752,18.5,19.186,0,1,0,
"QF_NIA_small\From_AProVE_2014__Et1-rec.jar-obl-8__p28758_terminationG_0.smt2",,883.073026593499,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Et3.jar-obl-9__p28807_terminationG_0.smt2",0,13.5955633206269,15.344,15.993,1,0,0,
"QF_NIA_small\From_AProVE_2014__Et3-rec.jar-obl-8__p28848_terminationG_0.smt2",0,0.536763157894737,0.609,0.811,0,1,0,
"QF_NIA_small\From_AProVE_2014__Et4.jar-obl-8__p28888_terminationG_0.smt2",0,4.50500801282051,5.375,6.313,1,0,0,
"QF_NIA_small\From_AProVE_2014__Et4.jar-obl-8__p28936_terminationG_0.smt2",0,70.5551377118644,79.594,82.736,1,0,0,
"QF_NIA_small\From_AProVE_2014__Et4-rec.jar-obl-8__p28955_terminationG_0.smt2",0,2.79499786233433,3.125,3.322,1,0,0,
"QF_NIA_small\From_AProVE_2014__even_rec.jar-obl-8__p29058_terminationG_0.smt2",0,0.137980160405234,0.156,0.232,0,1,0,
"QF_NIA_small\From_AProVE_2014__EvenOdd.jar-obl-8__p29030_terminationG_0.smt2",0,0.174410849266341,0.188,0.281,0,1,0,
"QF_NIA_small\From_AProVE_2014__ex01_rec.jar-obl-8__p29091_terminationG_0.smt2",,911.149825783972,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__ex04_rec.jar-obl-8__p29168_terminationG_0.smt2",,881.213142375737,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__ex04_rec.jar-obl-8__p29187_terminationG_0.smt2",,1003.83877159309,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__ex08_rec.jar-obl-8__p29227_terminationG_0.smt2",0,44.6823913043478,49.125,51.096,1,0,0,
"QF_NIA_small\From_AProVE_2014__ex08_rec.jar-obl-8__terminationS_4_0.smt2",0,38.7464947718631,38.969,40.883,0,1,0,
"QF_NIA_small\From_AProVE_2014__Exc2.jar-obl-8__p29261_edge_closing_0.smt2",0,1.32819183062447,1.484,1.654,1,0,0,
"QF_NIA_small\From_AProVE_2014__FibSLR.jar-obl-8__p29342_terminationG_0.smt2",0,2.09836024720893,2.516,2.737,1,0,0,
"QF_NIA_small\From_AProVE_2014__Flatten.jar-obl-10__p29372_safety_0.smt2",0,3.56683554169914,4.375,4.62,1,0,0,
"QF_NIA_small\From_AProVE_2014__Flatten.jar-obl-10__p29393_safety_0.smt2",0,1.22479351329573,1.453,1.692,0,1,0,
"QF_NIA_small\From_AProVE_2014__FlattenRTA.jar-obl-10__p29425_safety_0.smt2",0,1.90957903780069,2.125,2.289,1,0,0,
"QF_NIA_small\From_AProVE_2014__FlattenRTA.jar-obl-10__p29448_safety_0.smt2",0,38.6919517338332,39.469,41.026,1,0,0,
"QF_NIA_small\From_AProVE_2014__FlattenRTA.jar-obl-10__p29475_terminationG_0.smt2",,975.746268656716,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__FlattenTree.jar-obl-9__p29513_terminationG_0.smt2",0,51.6169776119403,57.859,60.228,1,0,0,
"QF_NIA_small\From_AProVE_2014__FlattenTreeListRec.jar-obl-10__p29555_safety_0.smt2",0,2.33482142857143,2.656,2.865,1,0,0,
"QF_NIA_small\From_AProVE_2014__FlattenTreeListRec.jar-obl-10__p29573_safety_0.smt2",0,5.26914991796555,6.141,6.433,1,0,0,
"QF_NIA_small\From_AProVE_2014__FlattenTreeListRec.jar-obl-10__p29595_terminationG_0.smt2",0,531.076853197674,611.297,635.803,0,1,0,
"QF_NIA_small\From_AProVE_2014__FlattenTreeRec.jar-obl-9__p29631_edge_closing_0.smt2",,919.156414762742,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__flip_rec.jar-obl-8__p29677_terminationG_0.smt2",,773.668639053254,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Graph.jar-obl-17__p29751_terminationG_0.smt2",,827.53164556962,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Graph.jar-obl-17__p29767_edge_closing_0.smt2",0,4.1202731092437,4.688,4.95,1,0,0,
"QF_NIA_small\From_AProVE_2014__Graph.jar-obl-17__p29778_edge_closing_0.smt2",,986.792452830189,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Graph.jar-obl-17__terminationQ_2_0.smt2",0,160.62413384391,210.531,218.833,0,1,0,
