,"yices2","{0}",,,,,,
,"RV 11750","T_norm 11750","T_cpu 11750","T_wc 11750","# SAT 11750","# UNSAT 11750","# UNKNOWN 11750",
"QF_LIA/20180326-Bromberger/more_slacked/cut_lemmas/20-vars/cut_lemma_03_001.smt2.slack.smt2",0,18.8331953642384,21.75,22.613,0,1,0,
"QF_LIA/20180326-Bromberger/more_slacked/cut_lemmas/20-vars/cut_lemma_03_002.smt2.slack.smt2",0,54.1816211530126,59.75,62.103,0,1,0,
"QF_LIA/20180326-Bromberger/more_slacked/cut_lemmas/20-vars/cut_lemma_03_003.smt2.slack.smt2",0,1.12493854473943,1.094,1.197,0,1,0,
"QF_LIA/20180326-Bromberger/more_slacked/cut_lemmas/20-vars/cut_lemma_03_004.smt2.slack.smt2",0,128.829832650273,135.234,140.743,0,1,0,
"QF_LIA/20180326-Bromberger/more_slacked/cut_lemmas/20-vars/cut_lemma_03_005.smt2.slack.smt2",0,121.241956809167,131.5,136.838,0,1,0,
"QF_LIA/20180326-Bromberger/more_slacked/cut_lemmas/20-vars/cut_lemma_03_006.smt2.slack.smt2",0,0.0289911308203991,0.031,0.061,0,1,0,
"QF_LIA/20180326-Bromberger/more_slacked/cut_lemmas/20-vars/cut_lemma_03_007.smt2.slack.smt2",0,31.0287767690875,31.859,33.293,0,1,0,
"QF_LIA/20180326-Bromberger/more_slacked/cut_lemmas/20-vars/cut_lemma_03_008.smt2.slack.smt2",0,0.0129815329626688,0.016,0.058,0,1,0,
"QF_LIA/20180326-Bromberger/more_slacked/cut_lemmas/20-vars/cut_lemma_03_009.smt2.slack.smt2",,957.437070938215,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/more_slacked/cut_lemmas/20-vars/cut_lemma_03_010.smt2.slack.smt2",0,0.612021276595745,0.688,0.704,0,1,0,
"QF_LIA/20180326-Bromberger/more_slacked/cut_lemmas/20-vars/cut_lemma_03_011.smt2.slack.smt2",0,1.23667239896819,1.375,1.451,0,1,0,
"QF_LIA/20180326-Bromberger/more_slacked/cut_lemmas/20-vars/cut_lemma_03_012.smt2.slack.smt2",0,29.9743083003952,32.625,34.071,0,1,0,
"QF_LIA/20180326-Bromberger/more_slacked/cut_lemmas/20-vars/cut_lemma_03_013.smt2.slack.smt2",0,581.138724284437,621.141,646.532,0,1,0,
"QF_LIA/20180326-Bromberger/more_slacked/cut_lemmas/20-vars/cut_lemma_03_014.smt2.slack.smt2",0,174.947183098591,154.375,160.551,0,1,0,
"QF_LIA/20180326-Bromberger/more_slacked/cut_lemmas/20-vars/cut_lemma_03_015.smt2.slack.smt2",0,23.6247854077253,26.313,27.396,0,1,0,
"QF_LIA/20180326-Bromberger/more_slacked/cut_lemmas/20-vars/cut_lemma_03_016.smt2.slack.smt2",0,85.8029598308668,97,100.839,0,1,0,
"QF_LIA/20180326-Bromberger/more_slacked/cut_lemmas/20-vars/cut_lemma_03_017.smt2.slack.smt2",0,49.600718641115,54.438,56.712,0,1,0,
"QF_LIA/20180326-Bromberger/more_slacked/cut_lemmas/20-vars/cut_lemma_03_018.smt2.slack.smt2",0,1.95625530560272,2.203,2.295,0,1,0,
"QF_LIA/20180326-Bromberger/more_slacked/cut_lemmas/20-vars/cut_lemma_03_019.smt2.slack.smt2",0,1.62677325581395,1.672,1.724,0,1,0,
"QF_LIA/20180326-Bromberger/more_slacked/cut_lemmas/20-vars/cut_lemma_03_020.smt2.slack.smt2",0,167.787151394422,201.313,209.313,0,1,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage0.smt2",0,0.528638814016172,0.563,0.646,1,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage1.smt2",0,0.0409788967822816,0.047,0.094,1,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage10.smt2",0,0.01,0,0.043,1,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage11.smt2",0,0.0415167231160034,0.047,0.094,1,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage12.smt2",0,0.0276543993231811,0.031,0.251,1,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage13.smt2",0,0.01,0,0.765,1,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage14.smt2",0,0.0291462327240303,0.031,0.076,1,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage15.smt2",0,0.0140591397849462,0.016,0.061,1,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage16.smt2",0,0.0138271996615905,0.016,0.082,1,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage17.smt2",0,0.0135295943708609,0.016,0.041,1,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage18.smt2",0,0.221704111911827,0.25,0.37,1,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage19.smt2",0,0.0138682647433178,0.016,0.063,1,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage2.smt2",0,0.01,0,0.829,1,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage20.smt2",0,0.0874386981720909,0.094,0.143,1,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage21.smt2",0,0.0131804435483871,0.016,0.059,1,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage22.smt2",0,0.01,0,0.027,1,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage23.smt2",0,0.327444468641115,0.359,0.501,1,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage24.smt2",0,0.0178036492374728,0.016,0.064,1,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage3.smt2",0,0.0145536509349955,0.016,0.053,1,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage4.smt2",0,0.0629210779595762,0.063,0.096,1,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage5.smt2",0,0.0299336080586081,0.031,0.06,1,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage6.smt2",0,0.0682696324143692,0.078,0.154,1,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage7.smt2",0,0.102912239275876,0.125,0.216,1,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage8.smt2",0,0.0271829521829522,0.031,0.073,1,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd010v15c/unbd-sage9.smt2",0,0.31890243902439,0.375,0.419,1,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage0.smt2",,864.462809917355,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage1.smt2",,909.565217391304,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage10.smt2",,853.181076672104,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage11.smt2",,862.680412371134,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage12.smt2",,860.197368421053,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage13.smt2",,865.535788167149,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage14.smt2",,870.940882597835,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage15.smt2",,813.058686358337,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage16.smt2",,857.728577285773,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage17.smt2",,869.85446985447,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage18.smt2",,963.16758747698,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage19.smt2",,899.398108340499,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage2.smt2",,905.627705627706,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage20.smt2",,827.85912148793,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage21.smt2",,1020.98584675451,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage22.smt2",,884.940778341793,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage23.smt2",,909.960852544585,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage24.smt2",,860.905349794239,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage3.smt2",,813.691170750681,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage4.smt2",,948.75283446712,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage5.smt2",,916.739702015776,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage6.smt2",,855.273916598528,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage7.smt2",,909.565217391304,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage8.smt2",,858.784893267652,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd025v30c/unbd-sage9.smt2",,873.121869782972,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd050v55c/unbd-sage0.smt2",,948.322756119674,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd050v55c/unbd-sage1.smt2",,813.691170750681,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd050v55c/unbd-sage10.smt2",,866.252587991718,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd050v55c/unbd-sage11.smt2",,929.777777777778,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd050v55c/unbd-sage12.smt2",,961.397058823529,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd050v55c/unbd-sage13.smt2",,832.802547770701,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd050v55c/unbd-sage14.smt2",,928.12777284827,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd050v55c/unbd-sage15.smt2",,891.730605285592,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd050v55c/unbd-sage16.smt2",,901.724137931034,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd050v55c/unbd-sage17.smt2",,915.135608048994,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd050v55c/unbd-sage18.smt2",,950.477055883689,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd050v55c/unbd-sage19.smt2",,920.774647887324,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd050v55c/unbd-sage2.smt2",,964.944649446495,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd050v55c/unbd-sage20.smt2",,933.51182507809,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd050v55c/unbd-sage21.smt2",,902.502157031924,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd050v55c/unbd-sage22.smt2",,1039.76143141153,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd050v55c/unbd-sage23.smt2",,928.12777284827,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd050v55c/unbd-sage24.smt2",,1019.49317738791,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd050v55c/unbd-sage3.smt2",,871.666666666667,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd050v55c/unbd-sage4.smt2",,913.53711790393,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd050v55c/unbd-sage5.smt2",,900.172117039587,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd050v55c/unbd-sage6.smt2",,806.476484194295,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd050v55c/unbd-sage7.smt2",,1015.04124211548,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd050v55c/unbd-sage8.smt2",,924.028268551237,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd050v55c/unbd-sage9.smt2",,945.750452079566,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage0.smt2",,940.647482014389,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage1.smt2",,880.100967606226,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage10.smt2",,907.198612315698,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage11.smt2",,873.121869782972,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage12.smt2",,966.281755196305,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage13.smt2",,909.960852544585,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage14.smt2",,882.700421940928,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage15.smt2",,861.61449752883,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage16.smt2",,918.752744839701,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage17.smt2",,906.412478336222,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage18.smt2",,865.535788167149,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage19.smt2",,913.93621668851,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage2.smt2",,886.440677966102,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage20.smt2",,917.946467749013,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage21.smt2",,860.197368421053,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage22.smt2",,911.944202266783,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage23.smt2",,973.023255813953,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage24.smt2",,878.991596638655,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage3.smt2",,983.544898918665,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage4.smt2",,871.666666666667,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage5.smt2",,860.197368421053,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage6.smt2",,890.212765957447,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage7.smt2",,886.440677966102,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage8.smt2",,921.992066989863,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd075v83c/unbd-sage9.smt2",,940.647482014389,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd100v110c/unbd-sage0.smt2",,890.212765957447,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd100v110c/unbd-sage1.smt2",,936.436884512086,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd100v110c/unbd-sage10.smt2",,921.5859030837,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd100v110c/unbd-sage11.smt2",,907.986111111111,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd100v110c/unbd-sage12.smt2",,904.844290657439,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd100v110c/unbd-sage13.smt2",,885.690093141406,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd100v110c/unbd-sage14.smt2",,897.854077253219,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd100v110c/unbd-sage15.smt2",,833.134209478296,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd100v110c/unbd-sage16.smt2",,1006.73724735322,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd100v110c/unbd-sage17.smt2",,944.896115627823,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd100v110c/unbd-sage18.smt2",,952.64116575592,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd100v110c/unbd-sage19.smt2",,862.680412371134,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd100v110c/unbd-sage2.smt2",,1009.65250965251,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd100v110c/unbd-sage20.smt2",,884.566596194503,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd100v110c/unbd-sage21.smt2",,895.93147751606,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd100v110c/unbd-sage22.smt2",,902.891670263271,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd100v110c/unbd-sage23.smt2",,904.844290657439,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd100v110c/unbd-sage24.smt2",,701.307408649011,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd100v110c/unbd-sage3.smt2",,802.454929037208,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd100v110c/unbd-sage4.smt2",,884.192730346577,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd100v110c/unbd-sage5.smt2",,885.315277190013,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd100v110c/unbd-sage6.smt2",,907.986111111111,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd100v110c/unbd-sage7.smt2",,944.896115627823,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd100v110c/unbd-sage8.smt2",,897.468897468897,1000,1000,0,0,0,
"QF_LIA/20180326-Bromberger/unbd-sage/unbd100v110c/unbd-sage9.smt2",,868.04979253112,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-1000539.smt2",0,0.932786384019568,1.094,1.167,1,0,0,
"QF_LIA/arctic-matrix/constraint-1007795.smt2",0,6.11711665292663,7.094,7.41,1,0,0,
"QF_LIA/arctic-matrix/constraint-1008025.smt2",0,7.60710507757405,7.734,8.056,1,0,0,
"QF_LIA/arctic-matrix/constraint-1060546.smt2",0,167.764954453441,198.078,205.969,1,0,0,
"QF_LIA/arctic-matrix/constraint-1065256.smt2",,944.896115627823,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-1096871.smt2",0,13.3113701236917,13.375,13.901,1,0,0,
"QF_LIA/arctic-matrix/constraint-1107622.smt2",0,4.08191986234021,3.969,4.138,1,0,0,
"QF_LIA/arctic-matrix/constraint-1121941.smt2",0,8.63494791666667,9.906,10.292,1,0,0,
"QF_LIA/arctic-matrix/constraint-1122096.smt2",,894.399315946986,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-1145584.smt2",0,833.119928094504,775.375,806.199,1,0,0,
"QF_LIA/arctic-matrix/constraint-1148089.smt2",0,42.2022408329561,44.563,46.326,1,0,0,
"QF_LIA/arctic-matrix/constraint-1185949.smt2",0,3.37730627306273,3.938,5.273,1,0,0,
"QF_LIA/arctic-matrix/constraint-1199432.smt2",,826.550770446464,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-1205831.smt2",0,562.511293579932,632.422,658.184,1,0,0,
"QF_LIA/arctic-matrix/constraint-1228327.smt2",,884.940778341794,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-1275621.smt2",0,18.9309845559845,21.094,21.913,1,0,0,
"QF_LIA/arctic-matrix/constraint-1317511.smt2",0,14.1618037840136,15.922,16.585,1,0,0,
"QF_LIA/arctic-matrix/constraint-1360077.smt2",0,10.5041987590928,11.734,12.281,1,0,0,
"QF_LIA/arctic-matrix/constraint-1365816.smt2",0,20.4764985679214,23.922,24.904,1,0,0,
"QF_LIA/arctic-matrix/constraint-1389427.smt2",0,9.7864222270364,10.797,11.348,1,0,0,
"QF_LIA/arctic-matrix/constraint-1400961.smt2",,865.177832919768,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-1472027.smt2",0,10.0679879435851,10.578,11.054,1,0,0,
"QF_LIA/arctic-matrix/constraint-1491754.smt2",,902.502157031924,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-1545063.smt2",0,910.942473390772,859.125,892.98,1,0,0,
"QF_LIA/arctic-matrix/constraint-1546761.smt2",,844.911147011309,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-1551672.smt2",,1139.43355119826,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-1564491.smt2",0,15.2560142009326,17.203,18.686,1,0,0,
"QF_LIA/arctic-matrix/constraint-1576874.smt2",,883.819180397127,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-1633815.smt2",0,15.6008522727273,15.75,16.395,1,0,0,
"QF_LIA/arctic-matrix/constraint-1634698.smt2",0,63.8043891170431,74.266,77.235,1,0,0,
"QF_LIA/arctic-matrix/constraint-1648145.smt2",0,2.94608369098712,3.609,3.73,1,0,0,
"QF_LIA/arctic-matrix/constraint-1657774.smt2",0,2.94390527950311,2.719,2.836,1,0,0,
"QF_LIA/arctic-matrix/constraint-1686226.smt2",,892.491467576792,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-1727138.smt2",0,10.7763905805928,12.688,13.287,1,0,0,
"QF_LIA/arctic-matrix/constraint-1729671.smt2",,928.539724811363,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-1765766.smt2",0,17.7338459950454,20.531,21.298,1,0,0,
"QF_LIA/arctic-matrix/constraint-2050620.smt2",,857.728577285773,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-2069156.smt2",0,108.787628692927,116.172,120.854,1,0,0,
"QF_LIA/arctic-matrix/constraint-2094073.smt2",,814.007782101167,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-2407640.smt2",,901.724137931034,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-2580015.smt2",,900.559621179509,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-267105.smt2",0,802.264945652175,740.906,770.471,1,0,0,
"QF_LIA/arctic-matrix/constraint-3187060.smt2",,938.116591928251,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-336780.smt2",0,0.13043695131684,0.156,0.236,1,0,0,
"QF_LIA/arctic-matrix/constraint-357303.smt2",0,339.795300175285,370.656,385.531,1,0,0,
"QF_LIA/arctic-matrix/constraint-363570.smt2",0,0.174512320328542,0.203,0.291,1,0,0,
"QF_LIA/arctic-matrix/constraint-365451.smt2",,884.566596194503,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-3784100.smt2",0,27.0483040745557,29.828,30.997,1,0,0,
"QF_LIA/arctic-matrix/constraint-379665.smt2",0,23.0195851165002,23.141,24.907,1,0,0,
"QF_LIA/arctic-matrix/constraint-391798.smt2",,939.802336028751,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-392137.smt2",0,4.01738150167785,4.578,4.659,1,0,0,
"QF_LIA/arctic-matrix/constraint-394240.smt2",0,1.81292016806723,2.063,2.146,1,0,0,
"QF_LIA/arctic-matrix/constraint-394244.smt2",0,0.761911563071298,0.797,0.867,1,0,0,
"QF_LIA/arctic-matrix/constraint-408585.smt2",0,85.4528719096334,95.828,99.718,1,0,0,
"QF_LIA/arctic-matrix/constraint-415996.smt2",0,265.704133288829,285.391,296.992,1,0,0,
"QF_LIA/arctic-matrix/constraint-440125.smt2",0,0.365780773143438,0.344,0.403,1,0,0,
"QF_LIA/arctic-matrix/constraint-449698.smt2",0,0.214784394250513,0.25,0.328,1,0,0,
"QF_LIA/arctic-matrix/constraint-472438.smt2",0,0.641980360065465,0.563,0.607,1,0,0,
"QF_LIA/arctic-matrix/constraint-478122.smt2",0,782.641830912863,901.609,937.707,1,0,0,
"QF_LIA/arctic-matrix/constraint-481231.smt2",,859.137577002053,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-487307.smt2",,1010.62801932367,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-506600.smt2",0,483.129895727365,454.031,472.235,1,0,0,
"QF_LIA/arctic-matrix/constraint-518109.smt2",0,176.515333766797,194.656,202.621,1,0,0,
"QF_LIA/arctic-matrix/constraint-526410.smt2",0,0.374488543371521,0.328,0.402,1,0,0,
"QF_LIA/arctic-matrix/constraint-533042.smt2",,872.030012505211,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-551279.smt2",0,650.640906169668,604.922,629.154,1,0,0,
"QF_LIA/arctic-matrix/constraint-569261.smt2",,832.471150019897,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-605010.smt2",0,1.31770156046814,1.453,1.541,1,0,0,
"QF_LIA/arctic-matrix/constraint-618384.smt2",0,28.0156902552204,28.859,29.978,1,0,0,
"QF_LIA/arctic-matrix/constraint-644402.smt2",0,326.662651580771,360.547,375.292,1,0,0,
"QF_LIA/arctic-matrix/constraint-644686.smt2",0,1.4455242510699,1.453,2.316,1,0,0,
"QF_LIA/arctic-matrix/constraint-649088.smt2",0,100.23295,119.781,124.627,1,0,0,
"QF_LIA/arctic-matrix/constraint-654327.smt2",,877.51677852349,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-655888.smt2",,964.499769479023,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-687518.smt2",,1013.56589147287,1000,1000,0,0,0,
"QF_LIA/arctic-matrix/constraint-689472.smt2",0,0.755383403361344,0.859,0.938,1,0,0,
