,"smt.arith.nl.bounded_nra=false","-file:{0} smt.arith.nl.bounded_nra=false",,,,,,
,"RV 11680","T_norm 11680","T_cpu 11680","T_wc 11680","# SAT 11680","# UNSAT 11680","# UNKNOWN 11680",
"QF_NIA_small\aproveSMT3778692042252886508.smt2",0,0.0423779170267935,0.047,0.173,1,0,0,
"QF_NIA_small\aproveSMT3807494294977005803.smt2",0,0.0644215608986992,0.078,0.431,1,0,0,
"QF_NIA_small\aproveSMT3839584170547805483.smt2",0,122.903226717902,129.953,135.084,0,1,0,
"QF_NIA_small\aproveSMT3935457195847984314.smt2",0,10.90455,13.031,13.744,0,1,0,
"QF_NIA_small\aproveSMT3970517148307051183.smt2",0,0.0566262451277609,0.063,0.245,1,0,0,
"QF_NIA_small\aproveSMT3981927164583947462.smt2",0,7.45626868859462,8.344,9,0,1,0,
"QF_NIA_small\aproveSMT4004559194265078508.smt2",0,0.0429157549234136,0.047,0.082,1,0,0,
"QF_NIA_small\aproveSMT4005477226838207398.smt2",0,0.123504408060453,0.141,0.189,1,0,0,
"QF_NIA_small\aproveSMT4015411381612320072.smt2",0,1.92740292425695,1.922,2.285,1,0,0,
"QF_NIA_small\aproveSMT405002793410787217.smt2",0,0.0422319121447028,0.047,0.238,1,0,0,
"QF_NIA_small\aproveSMT4068876412031045354.smt2",0,0.105189058728882,0.125,0.179,1,0,0,
"QF_NIA_small\aproveSMT4159349101604568985.smt2",0,0.625903673309887,0.766,1.267,0,1,0,
"QF_NIA_small\aproveSMT4163246385735196737.smt2",0,0.11310553633218,0.125,0.185,1,0,0,
"QF_NIA_small\aproveSMT4177797293206130085.smt2",0,0.719927996611605,0.813,1.294,0,1,0,
"QF_NIA_small\aproveSMT4293993713008672806.smt2",0,11.8413579615227,13.828,14.494,1,0,0,
"QF_NIA_small\aproveSMT4380061691498964684.smt2",0,4.21350914362176,4.516,4.861,1,0,0,
"QF_NIA_small\aproveSMT4408268044216253595.smt2",0,0.522825724758414,0.75,0.953,1,0,0,
"QF_NIA_small\aproveSMT4439607947222714793.smt2",0,0.0435059893522627,0.047,0.186,1,0,0,
"QF_NIA_small\aproveSMT4504963179470263546.smt2",0,0.482158351409978,0.531,0.801,0,1,0,
"QF_NIA_small\aproveSMT4525776783561378911.smt2",0,0.0690483734685255,0.078,0.7,1,0,0,
"QF_NIA_small\aproveSMT4553505495713257009.smt2",0,0.0432565063961182,0.047,0.483,1,0,0,
"QF_NIA_small\aproveSMT4589478066325636629.smt2",0,0.389480361871139,0.422,0.81,1,0,0,
"QF_NIA_small\aproveSMT4606013414596055049.smt2",0,0.133721590909091,0.141,0.282,1,0,0,
"QF_NIA_small\aproveSMT4610599926347927445.smt2",0,0.0415343074968234,0.047,0.29,1,0,0,
"QF_NIA_small\aproveSMT4626738710431749334.smt2",0,0.174101198402131,0.188,0.298,0,1,0,
"QF_NIA_small\aproveSMT4726660327701427.smt2",0,0.0411163522012579,0.047,0.375,1,0,0,
"QF_NIA_small\aproveSMT4764278413219307912.smt2",0,0.0271040630182421,0.031,0.472,1,0,0,
"QF_NIA_small\aproveSMT4776473963623431246.smt2",0,18.7936344969199,21.875,22.93,0,1,0,
"QF_NIA_small\aproveSMT4786517774271864296.smt2",0,7.68384688691232,8.672,9.133,0,1,0,
"QF_NIA_small\aproveSMT4790304217385820014.smt2",0,0.63645157264104,0.609,0.893,1,0,0,
"QF_NIA_small\aproveSMT4812740542900327077.smt2",0,0.0664650264335095,0.078,0.162,1,0,0,
"QF_NIA_small\aproveSMT4817399800518468578.smt2",0,0.431469048702777,0.453,0.672,1,0,0,
"QF_NIA_small\aproveSMT4830702979511545177.smt2",0,0.0932406275468622,0.109,0.466,1,0,0,
"QF_NIA_small\aproveSMT4843513687534854491.smt2",0,0.607625686523025,0.688,0.872,1,0,0,
"QF_NIA_small\aproveSMT4894552965501289252.smt2",0,0.117475292003594,0.125,0.518,1,0,0,
"QF_NIA_small\aproveSMT4940364873027923219.smt2",0,0.0305919513336453,0.031,0.091,1,0,0,
"QF_NIA_small\aproveSMT5038173880269306850.smt2",0,0.147174696082846,0.156,0.29,1,0,0,
"QF_NIA_small\aproveSMT5046440760903487310.smt2",0,0.0415167231160034,0.047,0.124,1,0,0,
"QF_NIA_small\aproveSMT5056627952338669338.smt2",0,0.576056258472662,0.609,0.863,1,0,0,
"QF_NIA_small\aproveSMT5205173846890464046.smt2",0,0.0311457837065269,0.031,0.142,1,0,0,
"QF_NIA_small\aproveSMT5210438168892578988.smt2",0,0.195901113013699,0.219,0.281,1,0,0,
"QF_NIA_small\aproveSMT5219933089216354552.smt2",0,0.243633540372671,0.281,0.468,1,0,0,
"QF_NIA_small\aproveSMT522772885303483707.smt2",0,0.313071397474967,0.344,0.524,0,1,0,
"QF_NIA_small\aproveSMT5236930360453082734.smt2",0,0.0410475094181666,0.047,0.106,1,0,0,
"QF_NIA_small\aproveSMT525791599825112152.smt2",0,0.300459594025278,0.375,0.797,0,1,0,
"QF_NIA_small\aproveSMT5335778151184305698.smt2",0,1.37121292372881,1.547,1.984,1,0,0,
"QF_NIA_small\aproveSMT5348320449423401087.smt2",0,0.0423779170267934,0.047,0.095,1,0,0,
"QF_NIA_small\aproveSMT5476436532372645500.smt2",0,0.244952123230641,0.281,0.421,1,0,0,
"QF_NIA_small\aproveSMT5493191018463992513.smt2",0,2.8264159100735,3.125,4.472,0,1,0,
"QF_NIA_small\aproveSMT5521985939949569030.smt2",0,3.99497387551113,4.203,4.525,1,0,0,
"QF_NIA_small\aproveSMT5541044923638316164.smt2",0,0.0716202892199825,0.078,0.123,1,0,0,
"QF_NIA_small\aproveSMT5555859573725551605.smt2",0,0.736660406539991,0.797,1.077,1,0,0,
"QF_NIA_small\aproveSMT5598217329789101375.smt2",0,0.588481996726678,0.688,1.137,1,0,0,
"QF_NIA_small\aproveSMT5606410117877393489.smt2",0,0.17724807953005,0.188,0.517,1,0,0,
"QF_NIA_small\aproveSMT5625725354797588883.smt2",0,0.385027416734362,0.453,0.649,1,0,0,
"QF_NIA_small\aproveSMT5697460246608014240.smt2",0,0.0911785216178522,0.094,0.286,1,0,0,
"QF_NIA_small\aproveSMT5775190440758349853.smt2",0,0.0415167231160034,0.047,0.14,1,0,0,
"QF_NIA_small\aproveSMT578728211229400351.smt2",0,453.006563686208,513.422,533.958,0,1,0,
"QF_NIA_small\aproveSMT5829491630698138486.smt2",0,0.0903326095538886,0.109,0.168,1,0,0,
"QF_NIA_small\aproveSMT5858552346124402853.smt2",,890.212765957447,1000,1000,0,0,0,
"QF_NIA_small\aproveSMT5913022081957613825.smt2",0,20.9297148164336,22.891,23.834,0,1,0,
"QF_NIA_small\aproveSMT5989587704234446991.smt2",0,1.94349836142322,1.984,2.204,1,0,0,
"QF_NIA_small\aproveSMT5992389869070970435.smt2",0,10.1054620034542,11.188,11.558,0,1,0,
"QF_NIA_small\aproveSMT6007639960281434719.smt2",0,0.920369555653322,1,1.27,1,0,0,
"QF_NIA_small\aproveSMT6023062156836720896.smt2",0,16.286201584507,17.688,18.495,1,0,0,
"QF_NIA_small\aproveSMT6030602863271290399.smt2",0,821.855046026044,874.891,910.212,0,1,0,
"QF_NIA_small\aproveSMT6033388866962201290.smt2",0,5.9330051369863,6.625,6.937,1,0,0,
"QF_NIA_small\aproveSMT6054561478528727566.smt2",0,0.163363243980009,0.172,0.478,0,1,0,
"QF_NIA_small\aproveSMT6071606564644554507.smt2",0,1.55076835808581,1.797,2.142,1,0,0,
"QF_NIA_small\aproveSMT6116422603960968616.smt2",0,6.13597534602076,6.781,7.331,1,0,0,
"QF_NIA_small\aproveSMT6155317075733447430.smt2",0,0.0693413237165889,0.078,0.45,1,0,0,
"QF_NIA_small\aproveSMT6201299735749963496.smt2",0,0.692080618892508,0.609,0.865,1,0,0,
"QF_NIA_small\aproveSMT6242888656932764676.smt2",0,0.0271378165213782,0.031,0.327,1,0,0,
"QF_NIA_small\aproveSMT6285895805497343865.smt2",0,9.53327681220856,10.75,11.182,0,1,0,
"QF_NIA_small\aproveSMT629665582926508878.smt2",0,0.777600562283737,0.859,0.995,1,0,0,
"QF_NIA_small\aproveSMT6301725928280158574.smt2",0,0.94155739466896,1.047,1.253,1,0,0,
"QF_NIA_small\aproveSMT6405258831427788557.smt2",0,0.334733971504898,0.359,0.784,1,0,0,
"QF_NIA_small\aproveSMT6456513912671766647.smt2",0,4.96708472106578,5.703,6.033,0,1,0,
"QF_NIA_small\aproveSMT6461796824751951221.smt2",0,6.77667682926829,7.703,8.069,0,1,0,
"QF_NIA_small\aproveSMT6500048596873196244.smt2",0,0.790942586889574,0.859,1.166,1,0,0,
"QF_NIA_small\aproveSMT6549179037310304786.smt2",0,0.112424763542562,0.125,0.247,1,0,0,
"QF_NIA_small\aproveSMT655469581631834278.smt2",0,0.0424145761245674,0.047,0.149,1,0,0,
"QF_NIA_small\aproveSMT6658278851923446624.smt2",0,0.128018929503916,0.141,0.282,1,0,0,
"QF_NIA_small\aproveSMT6674842082078899004.smt2",0,47.9315273801002,64.016,66.589,1,0,0,
"QF_NIA_small\aproveSMT6744625072979146355.smt2",0,1.25443868548743,1.359,1.657,1,0,0,
"QF_NIA_small\aproveSMT6753330551938377858.smt2",0,0.0560677530017153,0.063,0.182,1,0,0,
"QF_NIA_small\aproveSMT6771738228131904044.smt2",0,13.8631175889328,16.766,17.49,0,1,0,
"QF_NIA_small\aproveSMT6871796204961549893.smt2",0,0.0409275876460768,0.047,0.24,1,0,0,
"QF_NIA_small\aproveSMT691472806777450769.smt2",0,0.0403715520790449,0.047,0.391,1,0,0,
"QF_NIA_small\aproveSMT7048666801337573956.smt2",0,4.95813804857264,5.563,5.795,1,0,0,
"QF_NIA_small\aproveSMT7070426067875134896.smt2",0,27.7457000438212,30.266,31.518,0,1,0,
"QF_NIA_small\aproveSMT7081278616493440418.smt2",0,0.0594588449295134,0.063,0.159,1,0,0,
"QF_NIA_small\aproveSMT7141115503836990123.smt2",0,0.0539843104872007,0.063,0.148,1,0,0,
"QF_NIA_small\aproveSMT7144269790757830415.smt2",0,3.08691785252264,3.422,3.703,1,0,0,
"QF_NIA_small\aproveSMT7145338241152838632.smt2",0,4.51340127238454,4.578,4.822,1,0,0,
"QF_NIA_small\aproveSMT7201733644041072759.smt2",,898.625429553265,1000,1000,0,0,0,
"QF_NIA_small\aproveSMT7278800282732675654.smt2",0,5.79199561403509,6.313,6.591,1,0,0,
"QF_NIA_small\aproveSMT7315824316795347455.smt2",0,0.808368929856116,0.859,1.186,1,0,0,
"QF_NIA_small\aproveSMT7334875128895402176.smt2",0,0.0562123817712812,0.063,0.184,1,0,0,
"QF_NIA_small\aproveSMT7377887083439038055.smt2",0,0.0431993392070484,0.047,0.116,1,0,0,
"QF_NIA_small\aproveSMT7425096829426664326.smt2",0,3.89625156838143,4.453,4.83,1,0,0,
"QF_NIA_small\aproveSMT743198230882528455.smt2",0,0.0545018757815757,0.063,0.148,1,0,0,
"QF_NIA_small\aproveSMT7440630011441673394.smt2",,906.019922044175,1000,1000,0,0,0,
"QF_NIA_small\aproveSMT7608975121595496463.smt2",0,0.0583966056275123,0.063,0.127,1,0,0,
"QF_NIA_small\aproveSMT7610852511450248253.smt2",0,0.475352865697177,0.531,0.706,1,0,0,
"QF_NIA_small\aproveSMT778144120697107907.smt2",0,0.0982449549162731,0.109,0.216,1,0,0,
"QF_NIA_small\aproveSMT7823144654332746343.smt2",0,0.383517599277978,0.406,0.539,0,1,0,
"QF_NIA_small\aproveSMT7861215804091976133.smt2",0,4.18237577639751,4.828,5.072,0,1,0,
"QF_NIA_small\aproveSMT7917963829768768087.smt2",0,11.1328974895398,12.719,13.272,0,1,0,
"QF_NIA_small\aproveSMT8012602079643276968.smt2",0,0.082683389544688,0.094,0.234,1,0,0,
"QF_NIA_small\aproveSMT8038578912200818680.smt2",0,0.050809585492228,0.047,0.129,1,0,0,
"QF_NIA_small\aproveSMT8056030040600901039.smt2",0,1.5983070099524,1.766,2.155,1,0,0,
"QF_NIA_small\aproveSMT8120783453179243473.smt2",0,0.257156905594406,0.281,0.457,0,1,0,
"QF_NIA_small\aproveSMT8137047330849691949.smt2",0,2.66649085794655,2.719,3.269,0,1,0,
"QF_NIA_small\aproveSMT8204649684904954337.smt2",0,0.0565283182014699,0.063,0.188,1,0,0,
"QF_NIA_small\aproveSMT8205772230016192248.smt2",0,16.6690634952229,20.016,20.877,0,1,0,
"QF_NIA_small\aproveSMT8213728202959413718.smt2",0,2.08930412371134,2.422,2.57,1,0,0,
"QF_NIA_small\aproveSMT8264792885821091201.smt2",0,2.83337737843552,3.203,3.555,1,0,0,
"QF_NIA_small\aproveSMT8282187318664889653.smt2",0,0.163642052565707,0.188,0.448,1,0,0,
"QF_NIA_small\aproveSMT82980353335522103.smt2",0,3.63503941201534,4.078,4.219,1,0,0,
"QF_NIA_small\aproveSMT8328864454385468275.smt2",0,2.38030496289425,2.453,2.586,1,0,0,
"QF_NIA_small\aproveSMT8349063162874178644.smt2",0,0.845860745614035,0.922,1.12,1,0,0,
"QF_NIA_small\aproveSMT8366476055690990863.smt2",0,0.359519357677079,0.391,0.626,0,1,0,
"QF_NIA_small\aproveSMT8377786446909921993.smt2",0,8.69629196770081,9.781,10.163,0,1,0,
"QF_NIA_small\aproveSMT8384181922198476260.smt2",,947.463768115942,1000,1000,0,0,0,
"QF_NIA_small\aproveSMT8423039779088334472.smt2",0,1.66890404929577,1.813,2.003,0,1,0,
"QF_NIA_small\aproveSMT8524404391338204488.smt2",0,0.0922259169689641,0.109,0.207,1,0,0,
"QF_NIA_small\aproveSMT8573084889555001775.smt2",0,6.99397713352389,8.188,8.578,0,1,0,
"QF_NIA_small\aproveSMT8666199152065483741.smt2",0,0.124339602704987,0.141,0.251,0,1,0,
"QF_NIA_small\aproveSMT8677323562739420602.smt2",0,0.0458021952358711,0.047,0.14,1,0,0,
"QF_NIA_small\aproveSMT8739079467798956217.smt2",0,0.511185925282363,0.563,0.744,0,1,0,
"QF_NIA_small\aproveSMT8739447481320129819.smt2",0,0.134682735887927,0.156,0.302,1,0,0,
"QF_NIA_small\aproveSMT8797788573757816721.smt2",0,0.11978928080623,0.125,0.196,1,0,0,
"QF_NIA_small\aproveSMT8801446599485295192.smt2",0,1.348359375,1.547,1.747,1,0,0,
"QF_NIA_small\aproveSMT880649614033826505.smt2",0,1.20390792291221,1.344,1.525,1,0,0,
"QF_NIA_small\aproveSMT8813034472200507181.smt2",0,0.0857564494971579,0.094,0.203,1,0,0,
"QF_NIA_small\aproveSMT8866413736567330792.smt2",0,0.0446550546448087,0.047,0.152,1,0,0,
"QF_NIA_small\aproveSMT8878736820157791946.smt2",0,0.113062067640277,0.141,0.257,1,0,0,
"QF_NIA_small\aproveSMT901847787721299507.smt2",0,0.0285106846925425,0.031,0.152,1,0,0,
"QF_NIA_small\aproveSMT902782301342505505.smt2",0,0.418582654249127,0.516,0.749,1,0,0,
"QF_NIA_small\aproveSMT9030607454323718032.smt2",0,4.79064889549703,5.391,5.685,1,0,0,
"QF_NIA_small\aproveSMT9054136929086877877.smt2",0,7.09631495871782,6.984,7.304,1,0,0,
"QF_NIA_small\aproveSMT9073350781778038452.smt2",0,6.59461874503574,7.938,8.353,0,1,0,
"QF_NIA_small\aproveSMT9118077011737449494.smt2",0,2.82899528706084,3.156,3.354,1,0,0,
"QF_NIA_small\aproveSMT9169917326916030775.smt2",0,0.230626763875823,0.234,0.406,0,1,0,
"QF_NIA_small\aproveSMT9190658207098859112.smt2",0,7.94845173985087,9.172,9.601,1,0,0,
"QF_NIA_small\aproveSMT9210831631031619938.smt2",0,19.2602142226148,20.844,21.672,1,0,0,
"QF_NIA_small\aproveSMT944940066259205664.smt2",0,0.0853831084022638,0.094,0.181,1,0,0,
"QF_NIA_small\aproveSMT955385929993658388.smt2",0,0.153790633019675,0.172,0.298,0,1,0,
"QF_NIA_small\aproveSMT993796237976442048.smt2",0,4.1272095959596,4.297,4.53,0,1,0,
"QF_NIA_small\b.04_true-termination.c_Iteration1_Loop+nonterminationTemplate_0.smt2",0,1.01790579992215,1.25,1.463,0,1,0,
"QF_NIA_small\b.07-alloca_true-termination.c.i_Iteration2_Lasso+nonterminationTemplate.smt2",0,0.977367109634551,1.125,1.33,0,1,0,
"QF_NIA_small\ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-termination.c_Iteration1_Loop+nonterminationTemplate_0.smt2",0,8.02740276438444,11.938,12.482,0,1,0,
"QF_NIA_small\ChenFlurMukhopadhyay-SAS2012-Ex3.10_true-termination.c_Iteration1_Loop+nonterminationTemplate_0.smt2",0,1.20241903238705,1.438,1.643,0,1,0,
"QF_NIA_small\flag-alloca_true-termination.c.i_Iteration1_Lasso+nonterminationTemplate.smt2",0,1.39398389904265,1.531,1.735,0,1,0,
"QF_NIA_small\From_AProVE_2014__Alternate.jar-obl-10__p27480_terminationG_0.smt2",,933.095450490633,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Alternate.jar-obl-10__terminationS_8_0.smt2",0,8.61655330062444,9.234,9.636,0,1,0,
"QF_NIA_small\From_AProVE_2014__AlternatingGrowReduce2.jar-obl-9__terminationS_1_0.smt2",0,1.16024868536372,1.266,1.451,0,1,0,
"QF_NIA_small\From_AProVE_2014__AlternatingGrowReduceRec2.jar-obl-9__term_unfeasibility_1_0.smt2",0,0.291983028137561,0.313,0.518,0,1,0,
"QF_NIA_small\From_AProVE_2014__alternDivWidening_rec.jar-obl-8__p27568_terminationG_0.smt2",0,2.19418994920174,2.891,3.084,1,0,0,
"QF_NIA_small\From_AProVE_2014__alternKonv_rec.jar-obl-8__p27639_edge_closing_0.smt2",0,10.8577859013531,11.891,12.421,0,1,0,
"QF_NIA_small\From_AProVE_2014__AProVE12-cyclic-Visit.jar-obl-9__p27675_terminationG_0.smt2",0,0.479364843440349,0.578,0.778,1,0,0,
"QF_NIA_small\From_AProVE_2014__BMOG_CAV_12_MarkingGraphVisitor.jar-obl-11__p27764_terminationG_0.smt2",0,566.373247151622,617.813,642.737,0,1,0,
"QF_NIA_small\From_AProVE_2014__Choose.jar-obl-8__p27802_terminationG_0.smt2",0,0.316934773027766,0.344,0.531,0,1,0,
"QF_NIA_small\From_AProVE_2014__ChooseLife.jar-obl-8__p27825_terminationG_0.smt2",,899.398108340499,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__complxStruc_rec.jar-obl-8__terminationS_0_0.smt2",0,183.248955207887,204.359,212.471,0,1,0,
"QF_NIA_small\From_AProVE_2014__Convert.jar-obl-9__p27975_edge_closing_0.smt2",0,2.57475873761085,2.359,2.596,0,1,0,
"QF_NIA_small\From_AProVE_2014__ConvertRec.jar-obl-9__p28041_edge_closing_0.smt2",0,1.81366476069462,2.047,2.259,0,1,0,
"QF_NIA_small\From_AProVE_2014__Count.jar-obl-10__p28177_edge_closing_0.smt2",0,1.14594912355708,1.281,1.455,0,1,0,
"QF_NIA_small\From_AProVE_2014__Count.jar-obl-10-2__p28122_terminationG_0.smt2",,934.763181411975,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Count.jar-obl-10-2__terminationS_9_0.smt2",0,7.91608319604613,9.188,9.606,0,1,0,
"QF_NIA_small\From_AProVE_2014__CountMetaList.jar-obl-9__p28209_edge_closing_0.smt2",0,76.9153469958081,78.938,82.496,1,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28249_terminationG_0.smt2",,910.35683202785,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28267_terminationG_0.smt2",,1023.98433675967,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28283_terminationG_0.smt2",,894.781864841745,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28299_terminationG_0.smt2",,926.894107221976,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28317_terminationG_0.smt2",,822.974036191975,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28333_terminationG_0.smt2",,884.192730346577,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28349_terminationG_0.smt2",,934.345690040197,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28367_terminationG_0.smt2",0,23.1754100084104,26.344,27.452,0,1,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28383_terminationG_0.smt2",,863.748967795211,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__CyclicalListDuplicate.jar-obl-9__p28410_terminationG_0.smt2",0,1.00095693779904,1,1.162,1,0,0,
"QF_NIA_small\From_AProVE_2014__Distances.jar-obl-19__p28453_terminationG_0.smt2",0,55.245632183908,57.438,59.733,1,0,0,
"QF_NIA_small\From_AProVE_2014__Distances.jar-obl-19__terminationS_12_0.smt2",0,5.35933265582656,5.672,5.947,0,1,0,
"QF_NIA_small\From_AProVE_2014__Distances.jar-obl-19__terminationS_4_0.smt2",0,8.58546029668412,9.406,9.848,0,1,0,
"QF_NIA_small\From_AProVE_2014__DivMinus.jar-obl-11__p28485_terminationG_0.smt2",0,33.5196516301921,35.875,37.346,1,0,0,
"QF_NIA_small\From_AProVE_2014__DivMinus.jar-obl-11__p28519_terminationG_0.smt2",0,3.16490166414523,3,3.167,1,0,0,
"QF_NIA_small\From_AProVE_2014__DivMinus.jar-obl-11__p28547_terminationG_0.smt2",,1017.01507049101,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__DivMinus.jar-obl-11__p28566_edge_closing_0.smt2",0,337.316089876033,390.203,405.948,1,0,0,
"QF_NIA_small\From_AProVE_2014__DivTernary.jar-obl-10__p28667_terminationG_0.smt2",0,1.79090271786022,1.984,2.187,1,0,0,
"QF_NIA_small\From_AProVE_2014__DivTernary.jar-obl-10__terminationS_14_0.smt2",0,9.02783683974933,9.641,10.085,0,1,0,
"QF_NIA_small\From_AProVE_2014__DivTernary.jar-obl-10__terminationS_23_0.smt2",0,20.9272888078902,23.328,24.299,0,1,0,
"QF_NIA_small\From_AProVE_2014__DivTernary2.jar-obl-9__p28622_terminationG_0.smt2",0,193.411751856706,211.625,220.121,0,1,0,
"QF_NIA_small\From_AProVE_2014__DivTernary2.jar-obl-9__p28634_edge_closing_0.smt2",0,2.52682976973684,2.938,3.08,1,0,0,
"QF_NIA_small\From_AProVE_2014__DivTernary2.jar-obl-9__p28644_edge_closing_0.smt2",,894.399315946986,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Domino.jar-obl-27__p28689_terminationG_0.smt2",0,177.704732065687,196.563,204.237,1,0,0,
"QF_NIA_small\From_AProVE_2014__Domino.jar-obl-27__terminationS_10_0.smt2",0,47.9970337967402,47.859,49.753,0,1,0,
"QF_NIA_small\From_AProVE_2014__Domino.jar-obl-27__terminationS_4_0.smt2",0,16.1968870346598,18.094,18.832,0,1,0,
"QF_NIA_small\From_AProVE_2014__Et1-rec.jar-obl-8__p28758_terminationG_0.smt2",,876.046901172529,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Et3.jar-obl-9__p28807_terminationG_0.smt2",0,15.2739772727273,16.063,16.714,1,0,0,
"QF_NIA_small\From_AProVE_2014__Et3-rec.jar-obl-8__p28848_terminationG_0.smt2",0,0.519500209117524,0.594,0.809,0,1,0,
"QF_NIA_small\From_AProVE_2014__Et4.jar-obl-8__p28888_terminationG_0.smt2",0,4.86421130952381,5.469,5.802,1,0,0,
"QF_NIA_small\From_AProVE_2014__Et4.jar-obl-8__p28936_terminationG_0.smt2",0,70.6099989379779,79.453,82.719,1,0,0,
"QF_NIA_small\From_AProVE_2014__Et4-rec.jar-obl-8__p28955_terminationG_0.smt2",0,2.76574096981692,2.672,2.858,1,0,0,
"QF_NIA_small\From_AProVE_2014__even_rec.jar-obl-8__p29058_terminationG_0.smt2",0,0.156399521531101,0.172,0.377,0,1,0,
"QF_NIA_small\From_AProVE_2014__EvenOdd.jar-obl-8__p29030_terminationG_0.smt2",0,0.13380065493246,0.156,0.28,0,1,0,
"QF_NIA_small\From_AProVE_2014__ex01_rec.jar-obl-8__p29091_terminationG_0.smt2",,774.814814814815,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__ex04_rec.jar-obl-8__p29168_terminationG_0.smt2",,898.239587805925,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__ex04_rec.jar-obl-8__p29187_terminationG_0.smt2",,914.735461303017,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__ex08_rec.jar-obl-8__p29227_terminationG_0.smt2",0,44.3224867184307,51.844,53.94,1,0,0,
"QF_NIA_small\From_AProVE_2014__ex08_rec.jar-obl-8__terminationS_4_0.smt2",0,138.996520226185,152.75,158.996,0,1,0,
"QF_NIA_small\From_AProVE_2014__Exc2.jar-obl-8__p29261_edge_closing_0.smt2",0,1.27790637860082,1.484,1.597,1,0,0,
"QF_NIA_small\From_AProVE_2014__FibSLR.jar-obl-8__p29342_terminationG_0.smt2",0,1.87859195402299,2.109,2.347,1,0,0,
"QF_NIA_small\From_AProVE_2014__Flatten.jar-obl-10__p29372_safety_0.smt2",0,3.85269507186858,4.484,4.728,1,0,0,
"QF_NIA_small\From_AProVE_2014__Flatten.jar-obl-10__p29393_safety_0.smt2",0,1.08102521703183,1.25,1.437,0,1,0,
"QF_NIA_small\From_AProVE_2014__FlattenRTA.jar-obl-10__p29425_safety_0.smt2",0,1.89391094420601,2.109,2.295,1,0,0,
"QF_NIA_small\From_AProVE_2014__FlattenRTA.jar-obl-10__p29448_safety_0.smt2",0,33.4585614995788,37.969,39.547,1,0,0,
"QF_NIA_small\From_AProVE_2014__FlattenRTA.jar-obl-10__p29475_terminationG_0.smt2",,920.774647887324,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__FlattenTree.jar-obl-9__p29513_terminationG_0.smt2",0,51.513933461703,57.547,59.894,1,0,0,
"QF_NIA_small\From_AProVE_2014__FlattenTreeListRec.jar-obl-10__p29555_safety_0.smt2",0,2.13868134087237,2.531,2.741,1,0,0,
"QF_NIA_small\From_AProVE_2014__FlattenTreeListRec.jar-obl-10__p29573_safety_0.smt2",0,5.84155226396916,5.797,6.09,1,0,0,
"QF_NIA_small\From_AProVE_2014__FlattenTreeListRec.jar-obl-10__p29595_terminationG_0.smt2",0,726.227331052181,811.625,844.353,0,1,0,
"QF_NIA_small\From_AProVE_2014__FlattenTreeRec.jar-obl-9__p29631_edge_closing_0.smt2",,914.735461303017,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__flip_rec.jar-obl-8__p29677_terminationG_0.smt2",,896.315338474722,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Graph.jar-obl-17__p29751_terminationG_0.smt2",,930.19119608715,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Graph.jar-obl-17__p29767_edge_closing_0.smt2",0,2.03245604631218,2.266,2.489,1,0,0,
"QF_NIA_small\From_AProVE_2014__Graph.jar-obl-17__p29778_edge_closing_0.smt2",,911.944202266783,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Graph.jar-obl-17__terminationQ_2_0.smt2",0,175.265657216495,162.531,169.043,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreate.jar-obl-10__p4408_safety_0.smt2",0,0.0609557109557109,0.063,0.187,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreate.jar-obl-10__p4423_safety_0.smt2",0,0.445003094059406,0.516,0.636,1,0,0,
