,"smt.arith.nl.horner=false","-file:{0} smt.arith.nl.horner=false",,,,,,
,"RV 11687","T_norm 11687","T_cpu 11687","T_wc 11687","# SAT 11687","# UNSAT 11687","# UNKNOWN 11687",
"QF_NIA_small\From_T2__broydn.c.i.broydn.pl.t2.fixed.t2_fixed__term_unfeasibility_10_0.smt2",0,28.6771256202075,30.391,31.578,1,0,0,
"QF_NIA_small\From_T2__broydn.t2__term_unfeasibility_11_0.smt2",0,29.5207307060755,34.375,35.818,0,1,0,
"QF_NIA_small\From_T2__broydn.t2_fixed__term_unfeasibility_3_0.smt2",0,19.7917163289631,23.813,24.841,1,0,0,
"QF_NIA_small\From_T2__brp_withassume.t2__p17426_terminationG_0.smt2",0,39.3429445876289,43.781,45.627,1,0,0,
"QF_NIA_small\From_T2__brp_withassume.t2__term_unfeasibility_1_0.smt2",0,37.7010076252723,41.359,43.06,1,0,0,
"QF_NIA_small\From_T2__brp_withassume.t2__terminationS_17_0.smt2",0,37.0797967565291,42.078,43.806,0,1,0,
"QF_NIA_small\From_T2__brp_withassume.t2__terminationS_26_0.smt2",0,7.86155063291139,8.906,9.349,0,1,0,
"QF_NIA_small\From_T2__brp_withassume.t2__terminationS_5_0.smt2",0,38.8720094381036,42.328,44.045,0,1,0,
"QF_NIA_small\From_T2__bs.t2_fixed__p17456_terminationG_0.smt2",0,149.152858627859,171.469,178.484,0,1,0,
"QF_NIA_small\From_T2__byron-4.t2__p17543_terminationG_0.smt2",,895.547945205479,1000,1000,0,0,0,
"QF_NIA_small\From_T2__byron-4.t2__p17559_terminationG_0.smt2",,892.491467576792,1000,1000,0,0,0,
"QF_NIA_small\From_T2__byron-4.t2__p17578_terminationG_0.smt2",0,193.856553093645,221.656,230.848,0,1,0,
"QF_NIA_small\From_T2__byron-4.t2__p17594_terminationG_0.smt2",,860.905349794239,1000,1000,0,0,0,
"QF_NIA_small\From_T2__byron-4.t2__p17610_terminationG_0.smt2",,950.045413260672,1000,1000,0,0,0,
"QF_NIA_small\From_T2__byron-4.t2__p17628_terminationG_0.smt2",0,453.071734534935,486.641,506.205,0,1,0,
"QF_NIA_small\From_T2__byron-4.t2__p17644_terminationG_0.smt2",,861.259777686291,1000,1000,0,0,0,
"QF_NIA_small\From_T2__byron-4.t2__p17661_terminationG_0.smt2",,907.986111111111,1000,1000,0,0,0,
"QF_NIA_small\From_T2__byron-4.t2__p17679_terminationG_0.smt2",0,320.770305476093,375.203,390.454,0,1,0,
"QF_NIA_small\From_T2__cfg.t2__p17716_terminationG_0.smt2",,878.622427551449,1000,1000,0,0,0,
"QF_NIA_small\From_T2__collatz.t2_fixed__terminationS_2_0.smt2",0,0.411431206597222,0.453,0.763,0,1,0,
"QF_NIA_small\From_T2__compress.t2__p17837_safety_0.smt2",,928.12777284827,1000,1000,0,0,0,
"QF_NIA_small\From_T2__compress.t2__p17860_terminationG_0.smt2",0,0.166419176919813,0.188,0.271,0,1,0,
"QF_NIA_small\From_T2__compress.t2__p17884_terminationG_0.smt2",,912.739965095986,1000,1000,0,0,0,
"QF_NIA_small\From_T2__compress.t2_fixed__p17801_edge_closing_0.smt2",,870.578443612152,1000,1000,0,0,0,
"QF_NIA_small\From_T2__consts1.t2__p17980_terminationG_0.smt2",,946.606334841629,1000,1000,0,0,0,
"QF_NIA_small\From_T2__consts1nt.t2__p17940_terminationG_0.smt2",0,1.1469298245614,1.281,1.407,0,1,0,
"QF_NIA_small\From_T2__consts1nt.t2_fixed__p17918_terminationG_0.smt2",,938.537460744728,1000,1000,0,0,0,
"QF_NIA_small\From_T2__consts2nt.t2__p18050_terminationG_0.smt2",0,6.84633674749164,7.828,8.218,0,1,0,
"QF_NIA_small\From_T2__consts2nt.t2_fixed__p18017_terminationG_0.smt2",,899.784946236559,1000,1000,0,0,0,
"QF_NIA_small\From_T2__consts3nt.t2__p18179_terminationG_0.smt2",,912.739965095986,1000,1000,0,0,0,
"QF_NIA_small\From_T2__consts3nt.t2_fixed__p18120_terminationG_0.smt2",0,1.16937605218855,1.328,1.539,1,0,0,
"QF_NIA_small\From_T2__consts4.t2__p18338_terminationG_0.smt2",,944.043321299639,1000,1000,0,0,0,
"QF_NIA_small\From_T2__consts4nt.t2_fixed__p18220_terminationG_0.smt2",0,1.48518174308137,1.719,2.06,1,0,0,
"QF_NIA_small\From_T2__consts4nt.t2_fixed__p18242_terminationG_0.smt2",0,93.5073387096774,103.922,108.171,1,0,0,
"QF_NIA_small\From_T2__consts4nt.t2_fixed__p18266_terminationG_0.smt2",,859.4905505341,1000,1000,0,0,0,
"QF_NIA_small\From_T2__consts5.t2__p18494_terminationG_0.smt2",0,1.48392181588903,1.688,1.906,0,1,0,
"QF_NIA_small\From_T2__consts5nt.t2__p18414_terminationG_0.smt2",0,0.486992099322799,0.516,0.68,1,0,0,
"QF_NIA_small\From_T2__consts5nt.t2__p18444_edge_closing_0.smt2",0,2.72395833333333,3.094,3.282,1,0,0,
"QF_NIA_small\From_T2__consts5nt.t2_fixed__p18371_terminationG_0.smt2",0,1.56407930107527,1.391,1.605,1,0,0,
"QF_NIA_small\From_T2__consts5nt.t2_fixed__p18393_terminationG_0.smt2",,868.04979253112,1000,1000,0,0,0,
"QF_NIA_small\From_T2__cover.t2__p18610_edge_closing_0.smt2",,938.116591928251,1000,1000,0,0,0,
"QF_NIA_small\From_T2__curious.t2__p18703_terminationG_0.smt2",0,2.38165165779779,2.781,3.017,0,1,0,
"QF_NIA_small\From_T2__curious4.t2__p18665_edge_closing_0.smt2",,943.192064923354,1000,1000,0,0,0,
"QF_NIA_small\From_T2__d.t2__p19043_terminationG_0.smt2",0,3.57561224489796,4.188,4.422,0,1,0,
"QF_NIA_small\From_T2__db2.t2__p18746_edge_closing_0.smt2",,848.337388483374,1000,1000,0,0,0,
"QF_NIA_small\From_T2__db2.t2__terminationS_20_0.smt2",0,3.83656103286385,4.297,4.56,0,1,0,
"QF_NIA_small\From_T2__db2.t2__terminationS_33_0.smt2",0,31.0084845087648,36.359,37.846,0,1,0,
"QF_NIA_small\From_T2__db2.t2__terminationS_6_0.smt2",0,10.6657058189655,11.828,12.339,0,1,0,
"QF_NIA_small\From_T2__db2.t2_fixed__p18729_edge_closing_0.smt2",,904.453091223519,1000,1000,0,0,0,
"QF_NIA_small\From_T2__db2.t2_fixed__terminationS_18_0.smt2",0,28.4245477891916,30.422,31.585,0,1,0,
"QF_NIA_small\From_T2__db2.t2_fixed__terminationS_28_0.smt2",0,25.9129583848372,30.063,31.265,0,1,0,
"QF_NIA_small\From_T2__db3.t2__p18773_terminationG_0.smt2",,901.335631193451,1000,1000,0,0,0,
"QF_NIA_small\From_T2__db3.t2__terminationQ_0_0.smt2",0,323.533269682726,394.828,410.511,0,1,0,
"QF_NIA_small\From_T2__db3.t2__terminationS_26_0.smt2",0,8.17540496760259,9.047,9.491,0,1,0,
"QF_NIA_small\From_T2__db3.t2__terminationS_40_0.smt2",0,7.39116604088444,8.469,8.838,0,1,0,
"QF_NIA_small\From_T2__db3.t2_fixed__p18755_terminationG_0.smt2",,867.689755288262,1000,1000,0,0,0,
"QF_NIA_small\From_T2__db3.t2_fixed__terminationS_0_0.smt2",0,23.7071125265393,26.688,27.719,0,1,0,
"QF_NIA_small\From_T2__db3.t2_fixed__terminationS_21_0.smt2",0,12.7623817656332,11.609,12.061,0,1,0,
"QF_NIA_small\From_T2__db3.t2_fixed__terminationS_3_0.smt2",0,3.44536093888397,3.719,3.956,0,1,0,
"QF_NIA_small\From_T2__dead.neg-st88b-succeed.t2__p18802_terminationG_0.smt2",,951.341518872215,1000,1000,0,0,0,
"QF_NIA_small\From_T2__destroy_seg_leak.t2__p18873_terminationG_0.smt2",0,544.631825590872,638.875,664.458,0,1,0,
"QF_NIA_small\From_T2__destroy_seg_leak.t2_fixed__p18843_safety_0.smt2",0,2.48185573916927,2.656,2.853,0,1,0,
"QF_NIA_small\From_T2__disj_nightmare.t2__p18920_terminationG_0.smt2",0,2.27866388096209,2.672,2.858,1,0,0,
"QF_NIA_small\From_T2__disj_nightmare.t2__p18946_edge_closing_0.smt2",0,102.36685136897,112.594,117.085,1,0,0,
"QF_NIA_small\From_T2__dummy.t2__p19098_terminationG_0.smt2",,921.180096873624,1000,1000,0,0,0,
"QF_NIA_small\From_T2__dumper.t2__p19133_terminationG_0.smt2",,854.924397221087,1000,1000,0,0,0,
"QF_NIA_small\From_T2__dumper.t2__terminationS_1_0.smt2",0,15.9963186448184,17.266,17.981,0,1,0,
"QF_NIA_small\From_T2__e-acqrel-succeed.t2__p19620_safety_0.smt2",0,0.289391863406408,0.328,0.661,0,1,0,
"QF_NIA_small\From_T2__edn.t2__p19669_safety_0.smt2",,934.345690040197,1000,1000,0,0,0,
"QF_NIA_small\From_T2__edn.t2__p19793_safety_0.smt2",0,0.855693717277487,0.859,1.048,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p19844_safety_0.smt2",0,2.13123527101335,2.594,2.851,0,1,0,
"QF_NIA_small\From_T2__edn.t2__p19879_safety_0.smt2",0,127.557450763666,151.703,157.87,0,1,0,
"QF_NIA_small\From_T2__edn.t2__p19908_safety_0.smt2",0,0.828661271450858,1.016,1.219,0,1,0,
"QF_NIA_small\From_T2__edn.t2__p19956_safety_0.smt2",0,0.336381431767338,0.359,0.572,0,1,0,
"QF_NIA_small\From_T2__edn.t2__p19978_safety_0.smt2",,977.11349836525,1000,1000,0,0,0,
"QF_NIA_small\From_T2__edn.t2__p20050_safety_0.smt2",0,0.640931372549019,0.734,0.951,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p20154_safety_0.smt2",0,0.412646528403967,0.438,0.635,0,1,0,
"QF_NIA_small\From_T2__edn.t2__p20182_safety_0.smt2",,833.466135458167,1000,1000,0,0,0,
"QF_NIA_small\From_T2__edn.t2__p20225_safety_0.smt2",0,1.07900485436893,1.063,1.276,0,1,0,
"QF_NIA_small\From_T2__edn.t2__p20262_safety_0.smt2",0,0.709707724425887,0.813,0.978,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p20296_safety_0.smt2",0,3.38905408438061,3.609,3.828,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p20322_safety_0.smt2",0,0.785492200674536,0.891,1.181,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p20360_safety_0.smt2",0,0.296807145677063,0.359,0.551,0,1,0,
"QF_NIA_small\From_T2__edn.t2__p20405_safety_0.smt2",,926.483613817538,1000,1000,0,0,0,
"QF_NIA_small\From_T2__edn.t2__p20458_safety_0.smt2",0,0.946578701541336,0.969,1.154,0,1,0,
"QF_NIA_small\From_T2__edn.t2__p20506_safety_0.smt2",0,1.54239718614719,1.703,1.884,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p20573_safety_0.smt2",,1043.39152119701,1000,1000,0,0,0,
"QF_NIA_small\From_T2__edn.t2__p20628_safety_0.smt2",0,10.0672006302521,11.453,11.954,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p20672_safety_0.smt2",0,0.490926157697121,0.563,0.73,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p20696_safety_0.smt2",0,1.2542580266249,1.531,1.751,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p20738_safety_0.smt2",0,22.803590712743,25.234,26.239,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p20765_safety_0.smt2",0,1.30594837816456,1.578,1.828,0,1,0,
"QF_NIA_small\From_T2__edn.t2__p20799_safety_0.smt2",0,1.12905433866891,1.281,1.468,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p20828_safety_0.smt2",0,165.133613532586,190.156,198.026,0,1,0,
"QF_NIA_small\From_T2__edn.t2__p20879_safety_0.smt2",0,164.23700611477,166.906,173.595,0,1,0,
"QF_NIA_small\From_T2__edn.t2__p20924_safety_0.smt2",0,2.09400181305399,2.484,2.725,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p21066_safety_0.smt2",0,0.416315735414955,0.484,0.726,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p21132_safety_0.smt2",0,548.676965987868,605.328,629.801,0,1,0,
"QF_NIA_small\From_T2__edn.t2__p21367_safety_0.smt2",0,0.380087209302325,0.438,0.642,1,0,0,
"QF_NIA_small\From_T2__edn.t2__p21455_safety_0.smt2",0,2.6581956797967,3,3.168,0,1,0,
"QF_NIA_small\From_T2__edn.t2__terminationS_2_0.smt2",0,0.302942539388323,0.313,0.502,0,1,0,
"QF_NIA_small\From_T2__efegp.t2__p21964_edge_closing_0.smt2",0,43.4469649561952,49.781,51.812,1,0,0,
"QF_NIA_small\From_T2__efegp.t2_fixed__p21941_edge_closing_0.smt2",,961.397058823529,1000,1000,0,0,0,
"QF_NIA_small\From_T2__eric.t2__p22069_terminationG_0.smt2",0,3.05657058556514,3.219,3.474,0,1,0,
"QF_NIA_small\From_T2__eric1.t2__p22014_edge_closing_0.smt2",0,0.576499118165785,0.625,0.806,0,1,0,
"QF_NIA_small\From_T2__eric2.t2__terminationQ_0_0.smt2",0,8.08090793135436,8.328,8.687,1,0,0,
"QF_NIA_small\From_T2__ex1.t2__p22351_terminationG_0.smt2",0,1.45481655974338,1.734,1.953,0,1,0,
"QF_NIA_small\From_T2__ex1.t2__p22367_terminationG_0.smt2",,793.025018953753,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex10.t2__p22103_terminationG_0.smt2",0,1.34478728377747,1.375,1.553,0,1,0,
"QF_NIA_small\From_T2__ex16.t2__p22228_terminationG_0.smt2",,914.335664335664,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex16.t2__p22253_terminationG_0.smt2",,1069.52965235174,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex16.t2_fixed__p22165_terminationG_0.smt2",,900.172117039587,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex16.t2_fixed__p22190_terminationG_0.smt2",,949.614162505674,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex17.t2__p22290_terminationG_0.smt2",0,16.755538662033,18.438,19.278,0,1,0,
"QF_NIA_small\From_T2__ex19.t2__p22325_terminationG_0.smt2",,863.036303630363,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex2.t2__p22462_terminationG_0.smt2",0,1.3227626459144,1.625,1.881,0,1,0,
"QF_NIA_small\From_T2__ex2.t2_fixed__p22449_terminationG_0.smt2",,893.253629376601,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex36.t2__p24638_terminationG_0.smt2",,989.593188268685,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex36.t2__p25279_safety_0.smt2",0,0.415156892043332,0.531,0.829,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p25402_safety_0.smt2",0,0.623756597645148,0.734,0.959,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p25532_safety_0.smt2",0,2.90297513321492,3.125,3.393,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p25650_safety_0.smt2",,895.547945205479,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex36.t2__p25811_safety_0.smt2",0,0.743854658651782,0.828,1.023,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p26154_safety_0.smt2",0,0.945676100628931,1.078,1.409,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p26310_safety_0.smt2",0,5.42963506711409,6.188,6.549,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p26688_safety_0.smt2",0,5.29485842844601,5.766,6.037,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p26896_safety_0.smt2",0,13.5239026510213,14.875,15.579,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p27260_safety_0.smt2",0,0.485389266016122,0.547,0.773,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p27736_safety_0.smt2",0,0.383110087902888,0.438,0.611,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p27854_safety_0.smt2",0,0.555473856209151,0.609,0.84,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p27937_safety_0.smt2",0,1.74030671296296,1.797,2.057,0,1,0,
"QF_NIA_small\From_T2__ex36.t2__p28143_safety_0.smt2",0,0.427919130067568,0.484,0.659,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p28282_safety_0.smt2",0,0.425433839479393,0.469,0.656,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p28396_safety_0.smt2",0,0.853529171766626,1,1.209,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p28445_safety_0.smt2",0,0.310369011653,0.344,0.529,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p28528_safety_0.smt2",0,0.564076327433628,0.609,0.775,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p28593_safety_0.smt2",0,13.4603458862055,15.719,16.372,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p28669_safety_0.smt2",0,3.9880174291939,4.375,4.74,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p28710_safety_0.smt2",,862.680412371134,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex36.t2__p28763_safety_0.smt2",0,0.476167523564696,0.531,0.692,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p28843_safety_0.smt2",,856.324191567744,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex36.t2__p28953_safety_0.smt2",0,0.507740344248531,0.578,0.798,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p29075_safety_0.smt2",0,0.535398706896551,0.594,0.822,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p29189_safety_0.smt2",0,1.25821972734563,1.5,1.843,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p29291_safety_0.smt2",0,17.2929207291225,19.5,20.29,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p29339_safety_0.smt2",0,0.518199833124739,0.594,0.816,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p29417_safety_0.smt2",0,11.3646451533136,10.984,11.491,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p29508_safety_0.smt2",0,1.83107221006565,2,2.193,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p29585_safety_0.smt2",0,6.12551824212272,7.063,7.448,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p29667_safety_0.smt2",0,0.449961145648313,0.484,0.649,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p29769_safety_0.smt2",0,0.379747542448615,0.406,0.7,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p29903_safety_0.smt2",0,5.16734773846843,5.516,5.823,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p29995_safety_0.smt2",0,0.51953642384106,0.563,0.811,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p30140_safety_0.smt2",,883.073026593499,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex36.t2__p30283_safety_0.smt2",0,0.613438337801609,0.656,0.886,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p30341_safety_0.smt2",0,1.09544373189905,1.266,1.447,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p30378_safety_0.smt2",0,10.3531131178707,13.016,13.715,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p30450_safety_0.smt2",0,10.3430407209613,11.109,11.668,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p30487_safety_0.smt2",0,10.0109881209503,11.078,11.522,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p30570_safety_0.smt2",0,11.782117386276,14.609,15.201,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p30669_safety_0.smt2",0,9.56739503431571,11.328,11.896,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p30759_safety_0.smt2",0,1.60272455706634,1.859,2.107,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p30852_safety_0.smt2",0,0.470807613168724,0.547,0.736,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p30909_safety_0.smt2",0,3.58031981605351,4.094,4.375,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p31057_safety_0.smt2",0,0.534247311827957,0.594,0.788,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p31189_safety_0.smt2",,864.105741429162,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex36.t2__p31283_safety_0.smt2",0,17.5308140933141,17.422,18.154,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p31375_safety_0.smt2",,881.213142375737,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex36.t2__p31417_safety_0.smt2",0,10.9046558704453,12.875,13.572,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p31483_safety_0.smt2",0,16.3783912674862,18.469,19.26,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p31535_safety_0.smt2",0,1.77649456521739,2.031,2.242,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p31596_safety_0.smt2",0,3.61551706414474,4.203,4.45,0,1,0,
"QF_NIA_small\From_T2__ex36.t2__p31649_safety_0.smt2",,989.593188268685,1000,1000,0,0,0,
"QF_NIA_small\From_T2__ex36.t2__p31717_safety_0.smt2",0,1.75841847372811,2.016,2.216,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p31769_safety_0.smt2",0,1.31025843881856,1.484,1.74,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p31824_safety_0.smt2",0,3.82043776371308,4.328,4.705,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p31869_safety_0.smt2",0,0.636179332715477,0.656,0.854,1,0,0,
"QF_NIA_small\From_T2__ex36.t2__p31932_safety_0.smt2",0,3.30258799171843,3.813,4.037,0,1,0,
"QF_NIA_small\From_T2__ex36.t2__p31964_safety_0.smt2",0,0.405448032506416,0.453,0.648,0,1,0,
"QF_NIA_small\From_T2__ex36.t2__p32037_safety_0.smt2",0,0.423996757194974,0.5,0.706,0,1,0,
"QF_NIA_small\From_T2__ex36.t2__p32131_safety_0.smt2",0,12.7050672541744,13.094,13.675,1,0,0,
"QF_NIA_small\From_T2__ex36.t2_fixed__p22547_terminationG_0.smt2",0,678.941439427805,726,755.319,0,1,0,
"QF_NIA_small\From_T2__ex36.t2_fixed__p22611_safety_0.smt2",0,1.17440119760479,1.313,1.518,1,0,0,
"QF_NIA_small\From_T2__ex36.t2_fixed__p22718_safety_0.smt2",0,2.39332909162099,2.922,3.148,1,0,0,
"QF_NIA_small\From_T2__ex36.t2_fixed__p22848_safety_0.smt2",0,0.512850949628406,0.594,0.803,1,0,0,
"QF_NIA_small\From_T2__ex36.t2_fixed__p23071_safety_0.smt2",0,4.38609341825902,4.938,5.122,1,0,0,
"QF_NIA_small\From_T2__ex36.t2_fixed__p23187_safety_0.smt2",0,27.6714765878535,28.531,29.65,1,0,0,
"QF_NIA_small\From_T2__ex36.t2_fixed__p23260_safety_0.smt2",0,3.81403828623519,4,4.156,1,0,0,
"QF_NIA_small\From_T2__ex36.t2_fixed__p23302_safety_0.smt2",0,1.47267005300353,1.594,1.971,1,0,0,
"QF_NIA_small\From_T2__ex36.t2_fixed__p23504_safety_0.smt2",0,9.65316023417172,10.641,11.152,1,0,0,
"QF_NIA_small\From_T2__ex36.t2_fixed__p23573_safety_0.smt2",0,1.3179440852035,1.656,1.845,1,0,0,
"QF_NIA_small\From_T2__ex36.t2_fixed__p23612_safety_0.smt2",0,2.16719322344322,2.828,2.993,1,0,0,
"QF_NIA_small\From_T2__ex36.t2_fixed__p23679_safety_0.smt2",0,1.85708564715933,2.078,2.306,1,0,0,
"QF_NIA_small\From_T2__ex36.t2_fixed__p23746_safety_0.smt2",0,2.61774109014675,2.984,3.2,1,0,0,
"QF_NIA_small\From_T2__ex36.t2_fixed__p23881_safety_0.smt2",0,34.9945136744596,37.922,39.436,1,0,0,
"QF_NIA_small\From_T2__ex36.t2_fixed__p24107_safety_0.smt2",0,0.779847351395067,0.922,1.131,1,0,0,
"QF_NIA_small\From_T2__ex36.t2_fixed__p24259_safety_0.smt2",0,4.34108399296394,4.719,4.986,1,0,0,
"QF_NIA_small\From_T2__ex36.t2_fixed__p24469_safety_0.smt2",0,24.8764610389611,27.469,28.608,1,0,0,
"QF_NIA_small\From_T2__ex36.t2_fixed__p24595_safety_0.smt2",0,23.3178464232117,22.281,23.255,1,0,0,
"QF_NIA_small\From_T2__ex40.t2__p32196_terminationG_0.smt2",0,433.173162402428,477.484,496.877,0,1,0,
"QF_NIA_small\From_T2__firewire.t2__p32277_terminationG_0.smt2",0,41.0411190861302,48.516,50.525,0,1,0,
"QF_NIA_small\From_T2__firewire.t2__p32294_terminationG_0.smt2",,872.757613683771,1000,1000,0,0,0,
"QF_NIA_small\From_T2__firewire.t2__terminationQ_1_0.smt2",0,5.87271402733119,6.984,7.286,1,0,0,
"QF_NIA_small\From_T2__firewire.t2__terminationS_18_0.smt2",0,40.2108134920635,43.594,45.362,0,1,0,
"QF_NIA_small\From_T2__firewire.t2__terminationS_27_0.smt2",0,13.0996388190955,14.953,15.597,0,1,0,
"QF_NIA_small\From_T2__firewire.t2__terminationS_9_0.smt2",0,23.758440777972,25.984,27.042,0,1,0,
"QF_NIA_small\From_T2__florian_sas2.t2__p32378_terminationG_0.smt2",0,20.3498556838366,21.906,22.883,1,0,0,
"QF_NIA_small\From_T2__florian_sas2.t2__p32394_terminationG_0.smt2",0,468.058670736933,522.203,543.125,1,0,0,
"QF_NIA_small\From_T2__florian_sas2.t2__p32410_terminationG_0.smt2",0,252.119423231511,299.844,311.885,1,0,0,
"QF_NIA_small\From_T2__florian_sas2.t2__terminationS_2_0.smt2",0,26.9505691865606,29.141,30.387,0,1,0,
"QF_NIA_small\From_T2__florian_sumit.t2__p32424_terminationG_0.smt2",0,20.5377810846561,22.266,23.194,1,0,0,
"QF_NIA_small\From_T2__florian_sumit.t2__p32442_edge_closing_0.smt2",0,2.59360940695297,3.031,3.26,1,0,0,
"QF_NIA_small\From_T2__florian_sumit.t2__terminationQ_0_0.smt2",0,2.03599616040956,2.281,2.489,0,1,0,
"QF_NIA_small\From_T2__foo.t2__terminationS_12_0.smt2",0,191.559783755274,217.016,225.601,0,1,0,
"QF_NIA_small\From_T2__foo.t2__terminationS_21_0.smt2",0,475.839061868176,562.5,584.701,1,0,0,
"QF_NIA_small\From_T2__foo.t2__terminationS_30_0.smt2",0,228.195496015101,260.047,270.432,0,1,0,
"QF_NIA_small\From_T2__fourn.c.i.fourn.pl.t2.fixed.t2__p32585_terminationG_0.smt2",0,7.56946113782052,9.031,9.409,1,0,0,
"QF_NIA_small\From_T2__fourn.c.i.fourn.pl.t2.fixed.t2__p32601_terminationG_0.smt2",0,864.629774305556,952.25,990.217,1,0,0,
"QF_NIA_small\From_T2__fourn.c.i.fourn.pl.t2.fixed.t2__p32621_safety_0.smt2",,895.164741121095,1000,1000,0,0,0,
"QF_NIA_small\From_T2__fourn.c.i.fourn.pl.t2.fixed.t2__p32640_edge_closing_0.smt2",,933.51182507809,1000,1000,0,0,0,
"QF_NIA_small\From_T2__fourn.c.i.fourn.pl.t2.nor.t2.rlgfixed.t2__p32660_terminationG_0.smt2",,985.398021667452,1000,1000,0,0,0,
"QF_NIA_small\From_T2__fourn.c.i.fourn.pl.t2.nor.t2.rlgfixed.t2__p32684_safety_0.smt2",0,5.62427937915743,6.063,6.381,0,1,0,
"QF_NIA_small\From_T2__fourn.c.i.fourn.pl.t2.nor.t2.rlgfixed.t2__terminationQ_1_0.smt2",0,7.10827607113985,8.406,8.751,0,1,0,
"QF_NIA_small\From_T2__fourn.t2__p32736_edge_closing_0.smt2",,867.689755288262,1000,1000,0,0,0,
"QF_NIA_small\From_T2__fun1.t2__p806_terminationG_0.smt2",0,671.089749488753,784.328,815.824,1,0,0,
"QF_NIA_small\From_T2__fun1.t2__p831_terminationG_0.smt2",0,44.0586686724332,56,58.265,1,0,0,
