,"smt.arith.gomory_use_closest_int=false","-file:{0} smt.arith.gomory_use_closest_int=false",,,,,,
,"RV 11690","T_norm 11690","T_cpu 11690","T_wc 11690","# SAT 11690","# UNSAT 11690","# UNKNOWN 11690",
"QF_NIA_small\aproveSMT3417012265546351137.smt2",0,0.222899117529081,0.266,0.454,1,0,0,
"QF_NIA_small\aproveSMT342988194676879281.smt2",0,4.27072864321608,5.281,5.625,1,0,0,
"QF_NIA_small\aproveSMT3496695621216907819.smt2",0,6.54843684650774,7.484,8.183,0,1,0,
"QF_NIA_small\aproveSMT3571876635740058861.smt2",0,12.5386640798226,13.516,14.095,0,1,0,
"QF_NIA_small\aproveSMT3611058756933534688.smt2",0,0.0432183781401498,0.047,0.145,1,0,0,
"QF_NIA_small\aproveSMT3612851711724526218.smt2",0,0.944973718791065,1.031,1.336,1,0,0,
"QF_NIA_small\aproveSMT3778692042252886508.smt2",0,0.0393351383874849,0.047,0.164,1,0,0,
"QF_NIA_small\aproveSMT3807494294977005803.smt2",0,0.0474878934624698,0.047,0.105,1,0,0,
"QF_NIA_small\aproveSMT3839584170547805483.smt2",0,165.543723849372,189.125,196.717,0,1,0,
"QF_NIA_small\aproveSMT3935457195847984314.smt2",0,5.0717294093178,5.828,6.274,0,1,0,
"QF_NIA_small\aproveSMT3970517148307051183.smt2",0,0.0558999572466866,0.063,0.179,1,0,0,
"QF_NIA_small\aproveSMT3981927164583947462.smt2",0,9.08566293929712,9.516,9.936,0,1,0,
"QF_NIA_small\aproveSMT4004559194265078508.smt2",0,0.0281303786574871,0.031,1.25,1,0,0,
"QF_NIA_small\aproveSMT4005477226838207398.smt2",0,0.111323967645807,0.125,0.238,1,0,0,
"QF_NIA_small\aproveSMT4015411381612320072.smt2",0,1.89529377657518,2.344,2.723,1,0,0,
"QF_NIA_small\aproveSMT405002793410787217.smt2",0,0.0616280165912519,0.078,0.198,1,0,0,
"QF_NIA_small\aproveSMT4068876412031045354.smt2",0,0.114341932662877,0.125,0.226,1,0,0,
"QF_NIA_small\aproveSMT4159349101604568985.smt2",0,0.48198726541555,0.516,0.758,0,1,0,
"QF_NIA_small\aproveSMT4163246385735196737.smt2",0,0.130056366047745,0.141,0.196,1,0,0,
"QF_NIA_small\aproveSMT4177797293206130085.smt2",0,0.155992407809111,0.172,0.474,0,1,0,
"QF_NIA_small\aproveSMT4293993713008672806.smt2",0,12.3634539199333,14.172,14.858,1,0,0,
"QF_NIA_small\aproveSMT4380061691498964684.smt2",0,3.51082719792118,3.875,4.201,1,0,0,
"QF_NIA_small\aproveSMT4408268044216253595.smt2",0,0.598565207682001,0.641,1.057,1,0,0,
"QF_NIA_small\aproveSMT4439607947222714793.smt2",0,0.0524468511833132,0.063,0.205,1,0,0,
"QF_NIA_small\aproveSMT4504963179470263546.smt2",0,0.469423168980375,0.469,0.653,0,1,0,
"QF_NIA_small\aproveSMT4525776783561378911.smt2",0,0.0409446764091858,0.047,0.287,1,0,0,
"QF_NIA_small\aproveSMT4553505495713257009.smt2",0,0.0540512608515916,0.063,0.154,1,0,0,
"QF_NIA_small\aproveSMT4589478066325636629.smt2",0,0.416719785823559,0.391,0.67,1,0,0,
"QF_NIA_small\aproveSMT4606013414596055049.smt2",0,0.108057851239669,0.125,0.228,1,0,0,
"QF_NIA_small\aproveSMT4610599926347927445.smt2",0,0.0585273052820054,0.063,0.168,1,0,0,
"QF_NIA_small\aproveSMT4626738710431749334.smt2",0,0.147240990990991,0.172,0.237,0,1,0,
"QF_NIA_small\aproveSMT4726660327701427.smt2",0,0.025587084148728,0.031,0.281,1,0,0,
"QF_NIA_small\aproveSMT4764278413219307912.smt2",0,0.0420327903986284,0.047,0.144,1,0,0,
"QF_NIA_small\aproveSMT4776473963623431246.smt2",0,18.4621359721083,21.516,22.34,0,1,0,
"QF_NIA_small\aproveSMT4786517774271864296.smt2",0,6.44361945169713,7.078,7.39,0,1,0,
"QF_NIA_small\aproveSMT4790304217385820014.smt2",0,0.539093925985519,0.641,0.807,1,0,0,
"QF_NIA_small\aproveSMT4812740542900327077.smt2",0,0.0735542304230423,0.078,0.445,1,0,0,
"QF_NIA_small\aproveSMT4817399800518468578.smt2",0,0.415167231160034,0.469,0.69,1,0,0,
"QF_NIA_small\aproveSMT4830702979511545177.smt2",0,0.101423980496454,0.109,0.245,1,0,0,
"QF_NIA_small\aproveSMT4843513687534854491.smt2",0,0.626597444089457,0.656,0.837,1,0,0,
"QF_NIA_small\aproveSMT4894552965501289252.smt2",0,0.110384128324187,0.125,0.248,1,0,0,
"QF_NIA_small\aproveSMT4940364873027923219.smt2",0,0.0284362766420183,0.031,0.151,1,0,0,
"QF_NIA_small\aproveSMT5038173880269306850.smt2",0,0.171213443910956,0.188,0.547,1,0,0,
"QF_NIA_small\aproveSMT5046440760903487310.smt2",0,0.0387598814229249,0.047,0.155,1,0,0,
"QF_NIA_small\aproveSMT5056627952338669338.smt2",0,0.535421785421786,0.625,0.94,1,0,0,
"QF_NIA_small\aproveSMT5205173846890464046.smt2",0,0.0275495153813738,0.031,0.151,1,0,0,
"QF_NIA_small\aproveSMT5210438168892578988.smt2",0,0.204467264386989,0.234,0.506,1,0,0,
"QF_NIA_small\aproveSMT5219933089216354552.smt2",0,0.23888550548112,0.281,0.719,1,0,0,
"QF_NIA_small\aproveSMT522772885303483707.smt2",0,0.310101336783096,0.344,0.556,0,1,0,
"QF_NIA_small\aproveSMT5236930360453082734.smt2",0,0.0402886195562859,0.047,0.159,1,0,0,
"QF_NIA_small\aproveSMT525791599825112152.smt2",0,0.308927767776778,0.328,0.64,0,1,0,
"QF_NIA_small\aproveSMT5335778151184305698.smt2",0,1.25996495838809,1.375,1.642,1,0,0,
"QF_NIA_small\aproveSMT5348320449423401087.smt2",0,0.0579565602836879,0.063,0.111,1,0,0,
"QF_NIA_small\aproveSMT5476436532372645500.smt2",0,0.241470645412131,0.297,0.522,1,0,0,
"QF_NIA_small\aproveSMT5493191018463992513.smt2",0,0.256372549019608,0.281,0.48,0,1,0,
"QF_NIA_small\aproveSMT5521985939949569030.smt2",0,4.07686972924989,4.391,4.683,1,0,0,
"QF_NIA_small\aproveSMT5541044923638316164.smt2",0,0.0544791666666667,0.063,0.157,1,0,0,
"QF_NIA_small\aproveSMT5555859573725551605.smt2",0,0.770192691693291,0.922,1.239,1,0,0,
"QF_NIA_small\aproveSMT5598217329789101375.smt2",0,0.621655241043786,0.672,0.991,1,0,0,
"QF_NIA_small\aproveSMT5606410117877393489.smt2",0,0.180901447424436,0.203,0.47,1,0,0,
"QF_NIA_small\aproveSMT5625725354797588883.smt2",0,0.378619691119691,0.422,0.705,1,0,0,
"QF_NIA_small\aproveSMT5697460246608014240.smt2",0,0.0942002881844381,0.109,0.321,1,0,0,
"QF_NIA_small\aproveSMT5775190440758349853.smt2",0,0.0265428339423467,0.031,0.122,1,0,0,
"QF_NIA_small\aproveSMT578728211229400351.smt2",0,492.761263912671,550.234,572.226,0,1,0,
"QF_NIA_small\aproveSMT5829491630698138486.smt2",0,0.0940067789646672,0.109,0.417,1,0,0,
"QF_NIA_small\aproveSMT5858552346124402853.smt2",0,4.23672367236723,4.5,4.83,0,1,0,
"QF_NIA_small\aproveSMT5913022081957613825.smt2",0,21.1106770833333,23.734,24.825,0,1,0,
"QF_NIA_small\aproveSMT5989587704234446991.smt2",0,1.86909906914894,2.016,2.267,1,0,0,
"QF_NIA_small\aproveSMT5992389869070970435.smt2",0,8.78190610419907,10.797,11.206,0,1,0,
"QF_NIA_small\aproveSMT6007639960281434719.smt2",0,0.930753293667658,1.047,1.21,1,0,0,
"QF_NIA_small\aproveSMT6023062156836720896.smt2",0,16.3573697916667,18.766,19.557,1,0,0,
"QF_NIA_small\aproveSMT6030602863271290399.smt2",0,806.009877873563,938.547,975.705,0,1,0,
"QF_NIA_small\aproveSMT6033388866962201290.smt2",0,4.96783205619413,5.578,5.857,1,0,0,
"QF_NIA_small\aproveSMT6054561478528727566.smt2",0,0.156649361022364,0.188,0.604,0,1,0,
"QF_NIA_small\aproveSMT6071606564644554507.smt2",0,1.65543091959129,1.781,2.081,1,0,0,
"QF_NIA_small\aproveSMT6116422603960968616.smt2",0,5.94823554421769,6.688,7.064,1,0,0,
"QF_NIA_small\aproveSMT6155317075733447430.smt2",0,0.0722854931446262,0.078,0.39,1,0,0,
"QF_NIA_small\aproveSMT6201299735749963496.smt2",0,0.640664095079233,0.734,1.1,1,0,0,
"QF_NIA_small\aproveSMT6242888656932764676.smt2",0,0.0403715520790449,0.047,0.225,1,0,0,
"QF_NIA_small\aproveSMT6285895805497343865.smt2",0,1.16795956746591,1.188,1.632,0,1,0,
"QF_NIA_small\aproveSMT629665582926508878.smt2",0,0.853542069632499,0.844,1.219,1,0,0,
"QF_NIA_small\aproveSMT6301725928280158574.smt2",0,0.981379907621247,1.016,1.184,1,0,0,
"QF_NIA_small\aproveSMT6405258831427788557.smt2",0,0.369100045167118,0.391,0.73,1,0,0,
"QF_NIA_small\aproveSMT6456513912671766647.smt2",0,3.46265889830508,3.906,4.157,0,1,0,
"QF_NIA_small\aproveSMT6461796824751951221.smt2",0,4.510875,5.391,5.779,0,1,0,
"QF_NIA_small\aproveSMT6500048596873196244.smt2",0,0.805625285257873,0.844,1.093,1,0,0,
"QF_NIA_small\aproveSMT6549179037310304786.smt2",0,0.101065591872792,0.109,0.207,1,0,0,
"QF_NIA_small\aproveSMT655469581631834278.smt2",0,0.0410991198658843,0.047,0.236,1,0,0,
"QF_NIA_small\aproveSMT6658278851923446624.smt2",0,0.13353949160236,0.141,0.248,1,0,0,
"QF_NIA_small\aproveSMT6674842082078899004.smt2",0,41.237908719346,43.406,45.278,1,0,0,
"QF_NIA_small\aproveSMT6744625072979146355.smt2",0,1.19941480388022,1.359,1.695,1,0,0,
"QF_NIA_small\aproveSMT6753330551938377858.smt2",0,0.0474190038684722,0.047,0.186,1,0,0,
"QF_NIA_small\aproveSMT6771738228131904044.smt2",0,14.9926666666667,16.125,16.808,0,1,0,
"QF_NIA_small\aproveSMT6871796204961549893.smt2",0,0.0447569602921041,0.047,0.16,1,0,0,
"QF_NIA_small\aproveSMT691472806777450769.smt2",0,0.0276076858108108,0.031,0.113,1,0,0,
"QF_NIA_small\aproveSMT7048666801337573956.smt2",0,5.1421662414966,5.781,6.15,1,0,0,
"QF_NIA_small\aproveSMT7070426067875134896.smt2",0,21.3281118365628,24.203,25.2,0,1,0,
"QF_NIA_small\aproveSMT7081278616493440418.smt2",0,0.0628605769230769,0.063,0.168,1,0,0,
"QF_NIA_small\aproveSMT7141115503836990123.smt2",0,0.0558521999145664,0.063,0.234,1,0,0,
"QF_NIA_small\aproveSMT7144269790757830415.smt2",0,3.36387600168705,3.813,4.186,1,0,0,
"QF_NIA_small\aproveSMT7145338241152838632.smt2",0,5.26671166306696,5.828,6.157,1,0,0,
"QF_NIA_small\aproveSMT7201733644041072759.smt2",,889.834113143343,1000,1000,0,0,0,
"QF_NIA_small\aproveSMT7278800282732675654.smt2",0,6.0593314628483,7.484,7.907,1,0,0,
"QF_NIA_small\aproveSMT7315824316795347455.smt2",0,0.806032584764421,0.875,1.067,1,0,0,
"QF_NIA_small\aproveSMT7334875128895402176.smt2",0,0.0520294468762436,0.063,0.461,1,0,0,
"QF_NIA_small\aproveSMT7377887083439038055.smt2",0,0.0290426477121279,0.031,0.153,1,0,0,
"QF_NIA_small\aproveSMT7425096829426664326.smt2",0,3.56429472254559,4.391,4.758,1,0,0,
"QF_NIA_small\aproveSMT743198230882528455.smt2",0,0.0564794816414687,0.063,0.24,1,0,0,
"QF_NIA_small\aproveSMT7440630011441673394.smt2",,962.28150873965,1000,1000,0,0,0,
"QF_NIA_small\aproveSMT7608975121595496463.smt2",0,0.0505998452012384,0.063,0.328,1,0,0,
"QF_NIA_small\aproveSMT7610852511450248253.smt2",0,0.41924967935015,0.469,0.612,1,0,0,
"QF_NIA_small\aproveSMT778144120697107907.smt2",0,0.096586112283664,0.109,0.283,1,0,0,
"QF_NIA_small\aproveSMT7823144654332746343.smt2",0,0.374182338511856,0.438,0.74,0,1,0,
"QF_NIA_small\aproveSMT7861215804091976133.smt2",0,1.04248845992446,1.188,1.411,0,1,0,
"QF_NIA_small\aproveSMT7917963829768768087.smt2",0,11.289822319202,12.984,13.607,0,1,0,
"QF_NIA_small\aproveSMT8012602079643276968.smt2",0,0.107272620721988,0.109,0.21,1,0,0,
"QF_NIA_small\aproveSMT8038578912200818680.smt2",0,0.0437583668005355,0.047,0.113,1,0,0,
"QF_NIA_small\aproveSMT8056030040600901039.smt2",0,1.54054198800343,1.719,2.054,1,0,0,
"QF_NIA_small\aproveSMT8120783453179243473.smt2",0,0.25693231441048,0.281,0.446,0,1,0,
"QF_NIA_small\aproveSMT8137047330849691949.smt2",0,2.18194621598639,2.453,3.56,0,1,0,
"QF_NIA_small\aproveSMT8204649684904954337.smt2",0,0.0260147234381218,0.031,0.149,1,0,0,
"QF_NIA_small\aproveSMT8205772230016192248.smt2",0,8.43311008554705,8.953,9.309,0,1,0,
"QF_NIA_small\aproveSMT8213728202959413718.smt2",0,2.0015631737818,2.219,2.508,1,0,0,
"QF_NIA_small\aproveSMT8264792885821091201.smt2",0,2.71271160198183,3.141,3.473,1,0,0,
"QF_NIA_small\aproveSMT8282187318664889653.smt2",0,0.129970178926441,0.156,0.494,1,0,0,
"QF_NIA_small\aproveSMT82980353335522103.smt2",0,4.10991198658843,4.688,5.006,1,0,0,
"QF_NIA_small\aproveSMT8328864454385468275.smt2",0,2.38208502024291,2.813,3.25,1,0,0,
"QF_NIA_small\aproveSMT8349063162874178644.smt2",0,0.845730918499353,0.938,1.26,1,0,0,
"QF_NIA_small\aproveSMT8366476055690990863.smt2",0,0.266093616109683,0.297,0.447,0,1,0,
"QF_NIA_small\aproveSMT8377786446909921993.smt2",0,2.18636457473163,2.531,2.883,0,1,0,
"QF_NIA_small\aproveSMT8384181922198476260.smt2",,912.341910161361,1000,1000,0,0,0,
"QF_NIA_small\aproveSMT8423039779088334472.smt2",0,1.56379657070279,1.766,1.989,0,1,0,
"QF_NIA_small\aproveSMT8524404391338204488.smt2",0,0.0983293940696175,0.109,0.206,1,0,0,
"QF_NIA_small\aproveSMT8573084889555001775.smt2",0,8.35737753882916,10.031,10.603,0,1,0,
"QF_NIA_small\aproveSMT8666199152065483741.smt2",0,0.11022386661671,0.141,0.272,0,1,0,
"QF_NIA_small\aproveSMT8677323562739420602.smt2",0,0.041341694772344,0.047,0.142,1,0,0,
"QF_NIA_small\aproveSMT8739079467798956217.smt2",0,0.521182542927228,0.609,0.943,0,1,0,
"QF_NIA_small\aproveSMT8739447481320129819.smt2",0,0.145861222668452,0.156,0.204,1,0,0,
"QF_NIA_small\aproveSMT8797788573757816721.smt2",0,0.101784919928826,0.109,0.207,1,0,0,
"QF_NIA_small\aproveSMT8801446599485295192.smt2",0,1.34351165254237,1.516,1.668,1,0,0,
"QF_NIA_small\aproveSMT880649614033826505.smt2",0,1.25018801031371,1.391,1.57,1,0,0,
"QF_NIA_small\aproveSMT8813034472200507181.smt2",0,0.0833864795918367,0.094,0.518,1,0,0,
"QF_NIA_small\aproveSMT8866413736567330792.smt2",0,0.070447198275862,0.078,0.173,1,0,0,
"QF_NIA_small\aproveSMT8878736820157791946.smt2",0,0.114158905704307,0.141,0.519,1,0,0,
"QF_NIA_small\aproveSMT901847787721299507.smt2",0,0.0330176767676769,0.031,0.135,1,0,0,
"QF_NIA_small\aproveSMT902782301342505505.smt2",0,0.422748267898383,0.438,0.626,1,0,0,
"QF_NIA_small\aproveSMT9030607454323718032.smt2",0,5.44128095818108,6.406,6.756,1,0,0,
"QF_NIA_small\aproveSMT9054136929086877877.smt2",0,5.81382151741294,6.703,7.076,1,0,0,
"QF_NIA_small\aproveSMT9073350781778038452.smt2",0,10.1761613826508,11.047,11.53,0,1,0,
"QF_NIA_small\aproveSMT9118077011737449494.smt2",0,2.87316878980892,3.234,3.46,1,0,0,
"QF_NIA_small\aproveSMT9169917326916030775.smt2",0,0.22524827725983,0.266,0.557,0,1,0,
"QF_NIA_small\aproveSMT9190658207098859112.smt2",0,8.42885220125786,8.969,9.346,1,0,0,
"QF_NIA_small\aproveSMT9210831631031619938.smt2",0,17.2204002079002,19.797,20.518,1,0,0,
"QF_NIA_small\aproveSMT944940066259205664.smt2",0,0.0553790766624312,0.063,0.134,1,0,0,
"QF_NIA_small\aproveSMT955385929993658388.smt2",0,0.151586214165261,0.172,0.305,0,1,0,
"QF_NIA_small\aproveSMT993796237976442048.smt2",0,5.32214459295261,6.281,6.881,0,1,0,
"QF_NIA_small\b.04_true-termination.c_Iteration1_Loop+nonterminationTemplate_0.smt2",0,0.93035790144435,1.047,1.231,0,1,0,
"QF_NIA_small\b.07-alloca_true-termination.c.i_Iteration2_Lasso+nonterminationTemplate.smt2",0,1.00461582568807,1.047,1.25,0,1,0,
"QF_NIA_small\ChenFlurMukhopadhyay-SAS2012-Ex2.06_false-termination.c_Iteration1_Loop+nonterminationTemplate_0.smt2",0,153.100312756358,178.422,185.545,0,1,0,
"QF_NIA_small\ChenFlurMukhopadhyay-SAS2012-Ex3.10_true-termination.c_Iteration1_Loop+nonterminationTemplate_0.smt2",0,1.11825657894737,1.219,1.6,0,1,0,
"QF_NIA_small\flag-alloca_true-termination.c.i_Iteration1_Lasso+nonterminationTemplate.smt2",0,1.37779569892473,1.531,1.743,0,1,0,
"QF_NIA_small\From_AProVE_2014__Alternate.jar-obl-10__p27480_terminationG_0.smt2",,892.491467576792,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Alternate.jar-obl-10__terminationS_8_0.smt2",0,9.14226294040888,10.047,10.419,0,1,0,
"QF_NIA_small\From_AProVE_2014__AlternatingGrowReduce2.jar-obl-9__terminationS_1_0.smt2",0,1.2906652360515,1.438,1.628,0,1,0,
"QF_NIA_small\From_AProVE_2014__AlternatingGrowReduceRec2.jar-obl-9__term_unfeasibility_1_0.smt2",0,0.202758085954807,0.219,0.41,0,1,0,
"QF_NIA_small\From_AProVE_2014__alternDivWidening_rec.jar-obl-8__p27568_terminationG_0.smt2",0,2.28624391323595,2.469,2.649,1,0,0,
"QF_NIA_small\From_AProVE_2014__alternKonv_rec.jar-obl-8__p27639_edge_closing_0.smt2",0,9.41003787878788,8.313,8.673,0,1,0,
"QF_NIA_small\From_AProVE_2014__AProVE12-cyclic-Visit.jar-obl-9__p27675_terminationG_0.smt2",0,0.544014503090823,0.547,0.75,1,0,0,
"QF_NIA_small\From_AProVE_2014__BMOG_CAV_12_MarkingGraphVisitor.jar-obl-11__p27764_terminationG_0.smt2",0,132.42905965203,152.813,159.01,0,1,0,
"QF_NIA_small\From_AProVE_2014__Choose.jar-obl-8__p27802_terminationG_0.smt2",0,0.208289082412914,0.234,0.419,0,1,0,
"QF_NIA_small\From_AProVE_2014__ChooseLife.jar-obl-8__p27825_terminationG_0.smt2",,908.774978279757,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__complxStruc_rec.jar-obl-8__terminationS_0_0.smt2",0,106.721544471154,106.109,110.461,0,1,0,
"QF_NIA_small\From_AProVE_2014__Convert.jar-obl-9__p27975_edge_closing_0.smt2",0,2.69516384778013,3.047,3.244,0,1,0,
"QF_NIA_small\From_AProVE_2014__ConvertRec.jar-obl-9__p28041_edge_closing_0.smt2",0,1.81389445080092,1.516,1.8,0,1,0,
"QF_NIA_small\From_AProVE_2014__Count.jar-obl-10__p28177_edge_closing_0.smt2",0,1.68275418275418,1.875,2.098,0,1,0,
"QF_NIA_small\From_AProVE_2014__Count.jar-obl-10-2__p28122_terminationG_0.smt2",,872.393661384487,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Count.jar-obl-10-2__terminationS_9_0.smt2",0,8.38993011435832,9.469,9.912,0,1,0,
"QF_NIA_small\From_AProVE_2014__CountMetaList.jar-obl-9__p28209_edge_closing_0.smt2",0,70.2561199510404,82.313,85.642,1,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28249_terminationG_0.smt2",,867.689755288262,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28267_terminationG_0.smt2",,896.315338474722,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28283_terminationG_0.smt2",,948.322756119674,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28299_terminationG_0.smt2",,1066.80265170831,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28317_terminationG_0.smt2",,874.947720618988,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28333_terminationG_0.smt2",,968.070337806571,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28349_terminationG_0.smt2",,931.433659839715,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28367_terminationG_0.smt2",0,4.85215696465696,5.578,5.887,0,1,0,
"QF_NIA_small\From_AProVE_2014__cousot_rec.jar-obl-8__p28383_terminationG_0.smt2",,869.492934330839,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__CyclicalListDuplicate.jar-obl-9__p28410_terminationG_0.smt2",0,0.886149978137298,0.969,1.16,1,0,0,
"QF_NIA_small\From_AProVE_2014__Distances.jar-obl-19__p28453_terminationG_0.smt2",0,48.916958041958,46.813,48.682,1,0,0,
"QF_NIA_small\From_AProVE_2014__Distances.jar-obl-19__terminationS_12_0.smt2",0,7.82715570719603,9.047,9.485,0,1,0,
"QF_NIA_small\From_AProVE_2014__Distances.jar-obl-19__terminationS_4_0.smt2",0,8.74847931873479,10.313,10.767,0,1,0,
"QF_NIA_small\From_AProVE_2014__DivMinus.jar-obl-11__p28485_terminationG_0.smt2",0,33.4934183033849,38.313,39.874,1,0,0,
"QF_NIA_small\From_AProVE_2014__DivMinus.jar-obl-11__p28519_terminationG_0.smt2",0,3.22160456730769,3.203,3.39,1,0,0,
"QF_NIA_small\From_AProVE_2014__DivMinus.jar-obl-11__p28547_terminationG_0.smt2",,881.213142375737,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__DivMinus.jar-obl-11__p28566_edge_closing_0.smt2",0,135.415329099307,140.141,145.612,1,0,0,
"QF_NIA_small\From_AProVE_2014__DivTernary.jar-obl-10__p28667_terminationG_0.smt2",0,2.11115626354573,2.328,2.552,1,0,0,
"QF_NIA_small\From_AProVE_2014__DivTernary.jar-obl-10__terminationS_14_0.smt2",0,9.59894875919118,9.984,10.395,0,1,0,
"QF_NIA_small\From_AProVE_2014__DivTernary.jar-obl-10__terminationS_23_0.smt2",0,22.0108220376038,24.063,25.064,0,1,0,
"QF_NIA_small\From_AProVE_2014__DivTernary2.jar-obl-9__p28622_terminationG_0.smt2",0,209.176377597109,221.375,230.351,0,1,0,
"QF_NIA_small\From_AProVE_2014__DivTernary2.jar-obl-9__p28634_edge_closing_0.smt2",0,2.64779502467105,3.078,3.325,1,0,0,
"QF_NIA_small\From_AProVE_2014__DivTernary2.jar-obl-9__p28644_edge_closing_0.smt2",,864.462809917355,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Domino.jar-obl-27__p28689_terminationG_0.smt2",0,186.744353410097,201.563,209.608,1,0,0,
"QF_NIA_small\From_AProVE_2014__Domino.jar-obl-27__terminationS_10_0.smt2",0,45.8372531185032,42.156,43.839,0,1,0,
"QF_NIA_small\From_AProVE_2014__Domino.jar-obl-27__terminationS_4_0.smt2",0,15.5906755915318,17.953,18.666,0,1,0,
"QF_NIA_small\From_AProVE_2014__Et1-rec.jar-obl-8__p28758_terminationG_0.smt2",,921.180096873624,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Et3.jar-obl-9__p28807_terminationG_0.smt2",0,14.0468282785135,15.719,16.344,1,0,0,
"QF_NIA_small\From_AProVE_2014__Et3-rec.jar-obl-8__p28848_terminationG_0.smt2",0,1.03206709422792,1,1.221,0,1,0,
"QF_NIA_small\From_AProVE_2014__Et4.jar-obl-8__p28888_terminationG_0.smt2",0,4.79816513761468,5,5.151,1,0,0,
"QF_NIA_small\From_AProVE_2014__Et4.jar-obl-8__p28936_terminationG_0.smt2",0,81.885971997846,72.688,75.594,1,0,0,
"QF_NIA_small\From_AProVE_2014__Et4-rec.jar-obl-8__p28955_terminationG_0.smt2",0,2.77496878901373,3.188,3.358,1,0,0,
"QF_NIA_small\From_AProVE_2014__even_rec.jar-obl-8__p29058_terminationG_0.smt2",0,0.130691914704576,0.141,0.363,0,1,0,
"QF_NIA_small\From_AProVE_2014__EvenOdd.jar-obl-8__p29030_terminationG_0.smt2",0,0.141504329004329,0.156,0.263,0,1,0,
"QF_NIA_small\From_AProVE_2014__ex01_rec.jar-obl-8__p29091_terminationG_0.smt2",,844.229217110573,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__ex04_rec.jar-obl-8__p29168_terminationG_0.smt2",,868.770764119601,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__ex04_rec.jar-obl-8__p29187_terminationG_0.smt2",,905.235828645608,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__ex08_rec.jar-obl-8__p29227_terminationG_0.smt2",0,55.6815751093826,54.75,56.918,1,0,0,
"QF_NIA_small\From_AProVE_2014__ex08_rec.jar-obl-8__terminationS_4_0.smt2",0,36.3071639898563,41.063,42.785,0,1,0,
"QF_NIA_small\From_AProVE_2014__Exc2.jar-obl-8__p29261_edge_closing_0.smt2",0,1.34036044973545,1.453,1.641,1,0,0,
"QF_NIA_small\From_AProVE_2014__FibSLR.jar-obl-8__p29342_terminationG_0.smt2",0,1.83372290692733,2.063,2.274,1,0,0,
"QF_NIA_small\From_AProVE_2014__Flatten.jar-obl-10__p29372_safety_0.smt2",0,4.18609995773457,4.734,4.994,1,0,0,
"QF_NIA_small\From_AProVE_2014__Flatten.jar-obl-10__p29393_safety_0.smt2",0,1.82418929110106,2.313,2.574,0,1,0,
"QF_NIA_small\From_AProVE_2014__FlattenRTA.jar-obl-10__p29425_safety_0.smt2",0,2.14293349168646,2.156,2.331,1,0,0,
"QF_NIA_small\From_AProVE_2014__FlattenRTA.jar-obl-10__p29448_safety_0.smt2",0,33.4958242950108,36.906,38.458,1,0,0,
"QF_NIA_small\From_AProVE_2014__FlattenRTA.jar-obl-10__p29475_terminationG_0.smt2",,926.894107221976,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__FlattenTree.jar-obl-9__p29513_terminationG_0.smt2",0,51.5098517922794,53.578,55.756,1,0,0,
"QF_NIA_small\From_AProVE_2014__FlattenTreeListRec.jar-obl-10__p29555_safety_0.smt2",0,2.26068399304045,2.484,2.665,1,0,0,
"QF_NIA_small\From_AProVE_2014__FlattenTreeListRec.jar-obl-10__p29573_safety_0.smt2",0,6.01228858350951,5.438,5.673,1,0,0,
"QF_NIA_small\From_AProVE_2014__FlattenTreeListRec.jar-obl-10__p29595_terminationG_0.smt2",0,698.027527700831,722.719,751.412,0,1,0,
"QF_NIA_small\From_AProVE_2014__FlattenTreeRec.jar-obl-9__p29631_edge_closing_0.smt2",,849.370686155095,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__flip_rec.jar-obl-8__p29677_terminationG_0.smt2",,880.47138047138,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__Graph.jar-obl-17__p29751_terminationG_0.smt2",,900.559621179509,1000,1000,0,0,0,
