,"mathsat","{0}",,,,,,
,"RV 11617","T_norm 11617","T_cpu 11617","T_wc 11617","# SAT 11617","# UNSAT 11617","# UNKNOWN 11617",
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.nor.t2.rlgfixed.t2__terminationQ_0_0.smt2",0,26.1555709416276,29.344,31.226,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.c.i.fourn.pl.t2.nor.t2.rlgfixed.t2__terminationQ_1_0.smt2",0,2.28866350906095,2.656,3.781,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.t2__p32706_terminationG_0.smt2",0,238.601270053476,277.266,288.782,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.t2__p32707_terminationG_0.smt2",,486.323130569546,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.t2__p32708_terminationG_0.smt2",,530.067567567568,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.t2__p32711_terminationG_0.smt2",0,51.455834726285,58.859,61.987,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.t2__p32712_terminationG_0.smt2",,576.044056906838,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.t2__p32713_terminationG_0.smt2",,555.398230088495,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.t2__p32731_safety_0.smt2",0,101.49685942691,116.828,122.44,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.t2__p32734_edge_closing_0.smt2",0,409.803870862369,449.766,468.567,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.t2__p32735_edge_closing_0.smt2",0,6.51371766370251,7.703,9.164,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.t2__p32736_edge_closing_0.smt2",,581.919332406119,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.t2__p32737_edge_closing_0.smt2",,533.900467886006,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.t2__p32738_edge_closing_0.smt2",,518.463444857497,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.t2__p32739_edge_closing_0.smt2",,523.218007503127,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fourn.t2__term_unfeasibility_1_0.smt2",0,24.7016514227642,29.047,30.981,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2__p796_terminationG_0.smt2",,571.324533454711,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2__p797_terminationG_0.smt2",,534.58262350937,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2__p798_terminationG_0.smt2",,595.728523967726,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2__p804_terminationG_0.smt2",0,406.258928571429,459.469,478.618,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2__p805_terminationG_0.smt2",,523.436196830692,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2__p806_terminationG_0.smt2",,533.673469387755,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2__p809_terminationG_0.smt2",,480.919540229885,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2__p810_terminationG_0.smt2",,530.739957716702,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2__p811_terminationG_0.smt2",,530.515638207946,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2__p818_terminationG_0.smt2",0,74.6065096516995,84.984,89.198,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2__p819_terminationG_0.smt2",,500.478468899522,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2__p820_terminationG_0.smt2",,523.654568210263,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2__p823_terminationG_0.smt2",0,12.9143928715264,15.328,16.77,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2__p824_terminationG_0.smt2",,515.906288532676,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2__p825_terminationG_0.smt2",,529.620253164557,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2__p831_terminationG_0.smt2",0,14.6190326633166,16.688,17.924,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2__p832_terminationG_0.smt2",,540.103270223752,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2__p833_terminationG_0.smt2",,520.182345627849,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2__p839_terminationG_0.smt2",0,16.0129595208592,18.531,20.194,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2__p840_terminationG_0.smt2",,530.515638207946,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2__p841_terminationG_0.smt2",,515.482546201232,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2__p847_terminationG_0.smt2",0,14.0829617518827,16.984,17.972,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2__p848_terminationG_0.smt2",,634.580384226492,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2__p849_terminationG_0.smt2",,534.127659574468,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2__term_unfeasibility_0_0.smt2",0,6.0697402044293,6.813,7.164,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2__terminationQ_0_0.smt2",,514.426229508197,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2__terminationS_0_0.smt2",,543.847487001733,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2__terminationS_1_0.smt2",,533.446663833404,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2__terminationS_10_0.smt2",,519.106699751861,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2__terminationS_11_0.smt2",,533.673469387755,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2__terminationS_12_0.smt2",,636.511156186614,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2__terminationS_13_0.smt2",,619.851851851852,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2__terminationS_14_0.smt2",,518.249380677127,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2__terminationS_15_0.smt2",,526.731011330256,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2__terminationS_2_0.smt2",,527.838519764508,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2__terminationS_3_0.smt2",,508.178137651822,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2__terminationS_4_0.smt2",,602.881844380404,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2__terminationS_5_0.smt2",,571.845102505695,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2__terminationS_6_0.smt2",,474.37641723356,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2__terminationS_7_0.smt2",,466.097289268474,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2__terminationS_8_0.smt2",,573.674588665448,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2__terminationS_9_0.smt2",,564.896489648965,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2_fixed__p695_terminationG_0.smt2",0,6.97992854140395,7.938,9.166,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2_fixed__p696_terminationG_0.smt2",0,148.728826749678,165.578,172.945,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2_fixed__p697_terminationG_0.smt2",,524.529878813205,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2_fixed__p703_terminationG_0.smt2",0,506.154651534527,567.609,591.593,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2_fixed__p704_terminationG_0.smt2",,529.843815956099,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2_fixed__p705_terminationG_0.smt2",,517.821782178218,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2_fixed__p711_terminationG_0.smt2",0,57.8018829308228,67.5,70.914,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2_fixed__p712_terminationG_0.smt2",0,143.503077651515,162.984,170.171,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2_fixed__p713_terminationG_0.smt2",,549.802890932983,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2_fixed__p719_terminationG_0.smt2",,518.03549319026,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2_fixed__p720_terminationG_0.smt2",,552.95154185022,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2_fixed__p721_terminationG_0.smt2",,529.843815956099,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2_fixed__p727_terminationG_0.smt2",,503.691813804173,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2_fixed__p728_terminationG_0.smt2",,519.96685998343,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2_fixed__p729_terminationG_0.smt2",,523.218007503127,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2_fixed__p736_terminationG_0.smt2",0,60.6644491896628,66.203,68.901,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2_fixed__p737_terminationG_0.smt2",,660.63157894737,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2_fixed__p738_terminationG_0.smt2",,534.810396250532,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2_fixed__p744_terminationG_0.smt2",,598.284080076263,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2_fixed__p745_terminationG_0.smt2",,592.075471698113,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2_fixed__p746_terminationG_0.smt2",,533.446663833404,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2_fixed__p752_terminationG_0.smt2",,514.426229508197,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2_fixed__p753_terminationG_0.smt2",,539.638865004299,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2_fixed__p754_terminationG_0.smt2",,516.118421052632,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2_fixed__p760_terminationG_0.smt2",,512.954638332652,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2_fixed__p761_terminationG_0.smt2",,537.558886509636,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2_fixed__p763_terminationG_0.smt2",,512.117503059976,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2_fixed__p770_terminationG_0.smt2",,523.436196830692,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2_fixed__p771_terminationG_0.smt2",,493.008641005499,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2_fixed__p772_terminationG_0.smt2",,529.843815956099,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2_fixed__p784_terminationG_0.smt2",,527.173456530869,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2_fixed__p785_terminationG_0.smt2",,573.674588665448,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2_fixed__p786_terminationG_0.smt2",,540.103270223752,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2_fixed__term_unfeasibility_0_0.smt2",0,6.2298230260599,7.656,8.004,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2_fixed__terminationQ_0_0.smt2",0,90.958518735363,92.828,96.533,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2_fixed__terminationS_0_0.smt2",0,198.171269184168,234.547,243.638,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2_fixed__terminationS_1_0.smt2",0,192.967450650987,219.625,228.921,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2_fixed__terminationS_2_0.smt2",0,198.420777591973,226.875,235.405,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2_fixed__terminationS_3_0.smt2",0,197.377394636015,221.625,230.618,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2_fixed__terminationS_4_0.smt2",0,196.574221907842,232.469,242.02,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2_fixed__terminationS_5_0.smt2",0,205.64883961397,213.906,223.075,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2_fixed__terminationS_6_0.smt2",0,193.194302543786,221.453,231.096,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2_fixed__terminationS_7_0.smt2",0,223.120646766169,257.25,267.235,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun10.t2__p405_terminationG_0.smt2",0,1.5027150991143,1.703,1.823,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun10.t2__p415_terminationG_0.smt2",,523,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun10.t2__p416_terminationG_0.smt2",,534.127659574468,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun10.t2__p419_edge_closing_0.smt2",0,20.0548464092985,23.094,24.039,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun10.t2__p420_edge_closing_0.smt2",,505.517519130085,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun10.t2__p421_edge_closing_0.smt2",,530.067567567568,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun10.t2__p426_edge_closing_0.smt2",0,13.4872249259416,15.234,15.942,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun10.t2__p427_edge_closing_0.smt2",,537.558886509636,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun10b.t2__p326_terminationG_0.smt2",0,1.46119619205298,1.688,2.677,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun10b.t2__p339_terminationG_0.smt2",,521.695760598504,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun10b.t2__p340_terminationG_0.smt2",,534.127659574468,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun10b.t2__p343_edge_closing_0.smt2",0,20.5130739795918,23.063,24.757,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun10b.t2__p344_edge_closing_0.smt2",,529.620253164557,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun10b.t2__p345_edge_closing_0.smt2",,534.127659574468,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun10b.t2__p350_edge_closing_0.smt2",0,15.0156951817068,17.578,18.273,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun10b.t2__p351_edge_closing_0.smt2",,516.543209876543,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun10b.t2_fixed__p32762_terminationG_0.smt2",0,7.84326668139638,8.484,8.897,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun11.t2__p462_terminationG_0.smt2",0,0.143710031974421,0.172,1.162,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun11.t2__p463_terminationG_0.smt2",,504.096385542169,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun11.t2__p464_terminationG_0.smt2",,535.494880546075,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun11.t2__p467_terminationG_0.smt2",0,0.416567104739148,0.5,0.955,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun11.t2__p468_terminationG_0.smt2",,537.098844672657,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun11.t2__p469_terminationG_0.smt2",,527.616645649433,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun11.t2__p472_terminationG_0.smt2",0,0.51457083958021,0.656,1.66,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun11.t2__p473_terminationG_0.smt2",,511.283095723014,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun11.t2__p474_terminationG_0.smt2",,549.802890932983,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun11.t2__p477_terminationG_0.smt2",0,1.35368453105968,1.594,2.778,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun11.t2__p478_terminationG_0.smt2",,523,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun11.t2__p479_terminationG_0.smt2",,530.067567567568,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun11.t2__p487_edge_closing_0.smt2",,526.068734283319,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun11.t2_fixed__p437_terminationG_0.smt2",0,0.364996898263027,0.422,1.559,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun11.t2_fixed__p438_terminationG_0.smt2",,509.002433090024,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun11.t2_fixed__p439_terminationG_0.smt2",,517.394888705689,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun11.t2_fixed__p442_terminationG_0.smt2",0,348.587615880693,413.406,430.104,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun11.t2_fixed__p443_terminationG_0.smt2",,527.173456530869,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun11.t2_fixed__p444_terminationG_0.smt2",,530.067567567568,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun11.t2_fixed__p454_edge_closing_0.smt2",0,0.100268404907976,0.109,0.226,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__p588_terminationG_0.smt2",0,70.5442573908963,71.859,75.523,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__p589_terminationG_0.smt2",,500.478468899522,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__p590_terminationG_0.smt2",,765.832824893226,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__p596_terminationG_0.smt2",0,244.270559906859,275.797,287.716,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__p597_terminationG_0.smt2",,549.562171628722,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__p598_terminationG_0.smt2",,553.439153439154,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__p601_terminationG_0.smt2",0,89.957234019734,100.234,105.506,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__p602_terminationG_0.smt2",,521.912681912682,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__p603_terminationG_0.smt2",,525.628140703517,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__p610_terminationG_0.smt2",0,119.986044449082,137.422,143.994,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__p611_terminationG_0.smt2",,514.21548545678,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__p612_terminationG_0.smt2",,575.25206232814,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__p615_terminationG_0.smt2",0,76.6945354072862,89.563,94.127,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__p616_terminationG_0.smt2",,508.178137651822,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__p617_terminationG_0.smt2",,534.810396250532,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__p624_terminationG_0.smt2",0,62.3787588137702,71.891,74.862,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__p625_terminationG_0.smt2",,537.328767123287,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__p626_terminationG_0.smt2",,537.328767123287,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__p629_terminationG_0.smt2",,581.649675625579,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__p630_terminationG_0.smt2",,511.908646003262,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__p631_terminationG_0.smt2",,474.37641723356,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__p637_terminationG_0.smt2",0,296.988812119676,279.953,291.226,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__p638_terminationG_0.smt2",,596.011396011396,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__p639_terminationG_0.smt2",,610.80291970803,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__p643_terminationG_0.smt2",,532.541366143403,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__p644_terminationG_0.smt2",,579.233964005537,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__p645_terminationG_0.smt2",,531.864406779661,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__p653_terminationG_0.smt2",,485.758513931888,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__p654_terminationG_0.smt2",,551.493848857645,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__p655_terminationG_0.smt2",,563.628199371352,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__p658_terminationG_0.smt2",,528.505263157895,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__p659_terminationG_0.smt2",,505.517519130085,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__p660_terminationG_0.smt2",,526.068734283319,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__p666_terminationG_0.smt2",,476.718571971136,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__p667_terminationG_0.smt2",,534.127659574468,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__p668_terminationG_0.smt2",,638.453713123092,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__p671_terminationG_0.smt2",0,240.364544123798,274.719,286.554,1,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__p672_terminationG_0.smt2",,485.00772797527,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__p673_terminationG_0.smt2",,464.372918978912,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__p679_terminationG_0.smt2",,528.505263157895,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__p680_terminationG_0.smt2",,539.870967741935,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__p681_terminationG_0.smt2",,527.838519764508,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__p684_terminationG_0.smt2",,468.183513614323,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__p685_terminationG_0.smt2",,535.266524520256,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__p686_terminationG_0.smt2",,521.479019526382,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__term_unfeasibility_0_0.smt2",0,6.09904342218401,6.781,7.981,0,1,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__terminationQ_0_0.smt2",,516.543209876543,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__terminationS_0_0.smt2",,536.181119179838,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__terminationS_1_0.smt2",,535.038363171355,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__terminationS_10_0.smt2",,530.515638207946,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__terminationS_11_0.smt2",,518.249380677127,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__terminationS_12_0.smt2",,532.089868588385,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__terminationS_13_0.smt2",,525.848345203184,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__terminationS_14_0.smt2",,495.538886695618,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__terminationS_15_0.smt2",,548.601398601398,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__terminationS_2_0.smt2",,624.78845196615,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__terminationS_3_0.smt2",,512.117503059976,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__terminationS_4_0.smt2",,532.993630573249,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__terminationS_5_0.smt2",,607.845036319614,600,600,0,0,0,
"QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__terminationS_6_0.smt2",,516.755866611775,600,600,0,0,0,
